id	link	name	owner_name	catalog_type	owner_type	software	langs	content_types	access_mode	countries	tags	status	api	owner_link	catalog_export	api_status
opendataprijedorba	https://opendataprijedor.ba	Otvoreni podaci Grada Prijedor		Open data portal	Local government	CKAN	SR	dataset	open	Bosnia and Herzegovina	government,has_api	active	True			active
geodashgovbd	https://geodash.gov.bd	GeoDash (Bangladesh geo portal)		Geoportal	Central government	GeoNode	EN,BN	dataset,map_layer	open	Bangladesh	geospatial,government	active				uncertain
geoportalbforestgovbd	https://geoportal.bforest.gov.bd	BFIS GeoPortal		Geoportal	Central government	GeoNode	EN,BN	dataset,map_layer	open	Bangladesh	geospatial,government	active				active
nsdigovbd	https://nsdi.gov.bd	National Spatial Data Infrastructure (NSDI) of the Bangladesh		Geoportal	Central government	GeoNode	EN,BN	dataset,map_layer	open	Bangladesh	geospatial,government	active				uncertain
sdggovbd	https://sdg.gov.bd	SDG Tracker Bangladesh development mirror	Bangladesh Bureau of Statistics	Indicators catalog	Central government	Custom software	EN	indicator	open	Bangladesh	statistics,government	active				uncertain
databbsgovbd	http://data.bbs.gov.bd/index.php	Bangladesh Bureau of Statistics (BBS) Data Catalog Application	Bangladesh Bureau of Statistics (BBS)	Microdata catalog	Central government	NADA	EN	dataset	open,limited	Bangladesh	government,has_api,microdata	active	True	http://www.bbs.gov.bd		uncertain
datagovbd	http://data.gov.bd	Bangladesh Open Data	The Prime Minister Office Government of the People Republic of Bangladesh	Open data portal	Central government	DKAN	EN,BN	dataset	open	Bangladesh	government	active		http://pmo.gov.bd		uncertain
fedeo-clearinghouse	https://eovoc.spacebel.be/	FedEO Clearinghouse	SpaceBel	Geoportal	Business	Stac-server	EN	dataset,map_layer	public	Belgium	geospatial,has_api	active	True	https://www.spacebel.com		active
geobe	https://geo.be	Geoportal of the Belgian federal institutions	Belgian National Geographic Institute	Geoportal	Central government	Custom software	EN,NL,FR,DE	dataset,map_layer	open	Belgium	geospatial,government	active	True	https://ngi.be		active
metadatanaturalsciencesbe	https://metadata.naturalsciences.be/geonetwork	RBINS Geodata Catalog		Geoportal	Central government	Geonetwork	FR	dataset,map_layer	open	Belgium	geospatial,government,has_api	active	True			uncertain
openeo-platform	https://openeocloud.vito.be/openeo/1.0.0/	openEO Platform		Geoportal	Business	Stac-server	EN	dataset,map_layer	protected	Belgium	geospatial,has_api	active	True			active
terrascope	https://services.terrascope.be/stac/	Terrascope		Geoportal	Business	Stac-server	EN	dataset,map_layer	protected	Belgium	geospatial,has_api	active	True			active
vito-openeo	https://openeo.vito.be/openeo/1.0/	VITO (openEO)	VITO NV	Geoportal	Business	Stac-server	EN	dataset,map_layer	protected	Belgium	geospatial,has_api	active	True			active
bestatstatbelfgovbe	https://bestat.statbel.fgov.be	Be.Stat		Indicators catalog	Central government	Custom software	FR,EN	indicator	open	Belgium	statistics,government	active				uncertain
statnbbbe	https://stat.nbb.be	National Bank of Belgium. Online statistics		Indicators catalog	Central government	.Stat Suite	EN	indicator	open	Belgium	statistics,government	active				active
aresdigitalwalloniaopendatasoftcom	https://ares-digitalwallonia.opendatasoft.com	Agence du Numérique	Agence du Numérique	Open data portal	Central government	OpenDataSoft	FR	dataset	open	Belgium	government,has_api	active	True			uncertain
databepbe	https://data.bep.be	Open Data by BEP		Open data portal	Central government	OpenDataSoft	FR	dataset	open	Belgium	government,has_api	active	True			uncertain
databiodiversitybe	https://data.biodiversity.be	Belgian biodiversity data portal		Open data portal	Academy	CKAN	EN	dataset	open	Belgium	has_api	active	True			active
datagovbe	https://data.gov.be	The Belgian Open Data Initiative	Government of Belgium	Open data portal	Central government	Custom software	NL,FR,DE,EN	dataset	open	Belgium	government	active				uncertain
dataplatformfietsbe	https://dataplatformfiets.be	Dataplatform fiets		Open data portal	Academy	CKAN	NL	dataset	open	Belgium	has_api	active	True			active
datastrasbourgeu	https://data.strasbourg.eu	Strasbourg Open Data	Ville et Eurométropole de Strasbourg	Open data portal	Local government	OpenDataSoft	FR	dataset	open	Belgium	government,has_api	active	True	https://www.strasbourg.eu		uncertain
opendataliegebe	https://opendata.liege.be	Open Data Liege		Open data portal	Local government	OpenDataSoft	FR	dataset	open	Belgium	government,has_api	active	True			uncertain
opendatastorebrussels	https://opendatastore.brussels	Brussels open datastore		Open data portal	Local government	CKAN	EN	dataset	open	Belgium	government,has_api	active	True			uncertain
prcdigitalwalloniaopendatasoftcom	https://prc-digitalwallonia.opendatasoft.com	Agence du Numérique	Agence du Numérique	Open data portal	Central government	OpenDataSoft	FR	dataset	open	Belgium	government,has_api	active	True			uncertain
spidigitalwalloniaopendatasoftcom	https://spi-digitalwallonia.opendatasoft.com	Agence du Numérique	Agence du Numérique	Open data portal	Central government	OpenDataSoft	FR	dataset	open	Belgium	government,has_api	active	True			uncertain
tournaiopendatasoftcom	https://tournai.opendatasoft.com	Ville de Tournai data portal	Ville de Tournai	Open data portal	Local government	OpenDataSoft	FR	dataset	open	Belgium	government,has_api	active	True	https://www.tournai.be		uncertain
transportdatabe	https://transportdata.be	transportdata.be		Open data portal	Academy	CKAN	EN	dataset	open	Belgium	has_api	active	True			active
dataverseuclouvainbe	https://dataverse.uclouvain.be	Open Data @ UCLouvain		Scientific data repository	Academy	Dataverse	FR	dataset	open	Belgium	scientific,has_api	active	True			active
rdrkuleuvenbe	https://rdr.kuleuven.be	KU Leuven RDR		Scientific data repository	Academy	Dataverse	FR	dataset	open	Belgium	scientific,has_api	active	True			active
sodhabe	https://www.sodha.be	SODHA		Scientific data repository	Academy	Dataverse	FR	dataset	open	Belgium	scientific,has_api	active	True			active
nadainsdbf	http://www.insd.bf/nada	INSD microdata catalog	INSD Burkina Faso	Microdata catalog	Central government	NADA	FR	microdata	open,limited	Burkina Faso	government,has_api,microdata	active	True	http://www.insd.bf		uncertain
eugrantiobasbg	http://eugrant.io-bas.bg:8080/geonetwork	BG ODc GIS Catalogue	National Marine Research and Expert Center of Bulgraria	Geoportal	Central government	Geonetwork	BG	dataset,map_layer	open	Bulgaria	geospatial,government,has_api	active	True			uncertain
inspireportalegovbg	https://inspireportal.egov.bg/geonetwork	National spatial data portal National spatial data portal Bulgaria		Geoportal	Central government	Geonetwork	BG	dataset,map_layer	open	Bulgaria	geospatial,government,has_api	active	True			active
wmseeagovernmentbg	http://wms.eea.government.bg/geonetwork	ExEA INSPIRE Catalog	Executive Environment Agency (ExEA) Bulgaria	Geoportal	Central government	Geonetwork	BG	dataset,map_layer	open	Bulgaria	geospatial,government,has_api	active	True			active
infostatnsibg	https://infostat.nsi.bg/infostat/	INFOSTAT of the National Statistical Institute		Indicators catalog	Central government	Custom software	BG	indicator	open	Bulgaria	statistics,government	active				uncertain
dataegovbg	https://data.egov.bg	Open Data Bulgaria		Open data portal	Central government	Custom software	BG	dataset	open	Bulgaria	government	active				active
datagovbh	https://data.gov.bh	Bahrain Open Data Portal		Open data portal	Central government	Custom software	EN,AR	dataset	open	Bahrain	government	active				active
isteebubi	https://isteebu.bi/nada/index.php	Burundi Microdata Catalog		Microdata catalog	Central government	NADA	FR	dataset	open,limited	Burundi	government,has_api,microdata	active	True			deprecated
wwwgeobeninbj	https://www.geobenin.bj/geosource	IGN du Bénin Data Portal	Government of Benin	Geoportal	Central government	Geonetwork	FR	dataset,map_layer	public	Benin	geospatial,government,has_api	active	True	https://www.gouv.bj		uncertain
crecbj	https://crec.bj	The CREC Benin research data management platform	CREC Centre de Recherche d'Etude et de Créativité	Open data portal	Academy	CKAN	FR	dataset	open	Benin	government,has_api	active	True	https://www.crec.bj		active
geoportalsurveygovbn	https://geoportal.survey.gov.bn	Survey Geoportal Negara Brunei Darussalam	Survey Department Ministry of Development Brunei Darussalam	Geoportal	Central government	ERDAS APOLLO	EN	dataset,map_layer	open	Brunei	government	active		https://survey.gov.bn		active
datagovbn	https://data.gov.bn	Brunei Open Data	Brunei government	Open data portal	Central government	Custom software	EN	dataset	open	Brunei	government	active		https://www.gov.bn		active
geo03siarhgobbo	http://geo03.siarh.gob.bo	GeoNode SIARH	Ministerio de Medio Ambiente y Agua	Geoportal	Central government	GeoNode	ES	dataset,map_layer	open	Bolivia	geospatial,government	active		https://www.siarh.gob.bo		uncertain
geogobbo	https://geo.gob.bo/geonetwork	Catalogo Geobolivia	Government of Bolivia	Geoportal	Central government	Geonetwork	ES	dataset,map_layer	open	Bolivia	geospatial,government,has_api	active	True	https://www.gob.bo		uncertain
geonodefonadingobbo	https://geonode.fonadin.gob.bo	Geo Fonadin	Fondo Nacional de Desarrollo Integral (FONADIN)	Geoportal	Central government	GeoNode	ES	dataset,map_layer	open	Bolivia	geospatial,government	active		https://www.fonadin.gob.bo		uncertain
geonodeiigeoumsabo	https://geonodeiigeo.umsa.bo	Platforma del datos geospaciales IIGEO-UMSA	Universidad Mayor de San Andrés	Geoportal	Academy	GeoNode	ES	dataset,map_layer	open	Bolivia	geospatial,government	active		https://www.umsa.bo		uncertain
geoportalvicetierrasgobbo	http://geoportal.vicetierras.gob.bo:8085/geonetwork	GeoSunit Catalogo de Mapas	Ministerio de Desarollo Rural y Terras	Geoportal	Central government	Geonetwork	ES	dataset,map_layer	open	Bolivia	geospatial,government,has_api	active	True	http://www.vicetierras.gob.bo		uncertain
gnqdataforestatlasorg	https://gnq-data.forest-atlas.org	Ministry of Agricultureand Forests: Open Data	Ministry of Agricultureand Forests (Bolivia)	Geoportal	Central government	ArcGIS Hub	FR	dataset,map_layer	open	Bolivia	geospatial,government,has_api	active	True	https://forest-atlas.org		active
gtggeoportalumsabo	http://gtggeoportal.umsa.bo:8087/geonetwork	GeoNetwork IIAG	Universidad Mayor de San Andrés	Geoportal	Academy	Geonetwork	ES	dataset,map_layer	open	Bolivia	geospatial,government,has_api	active	True	https://www.umsa.bo		uncertain
sigvmeeahidrocarburosgobbo	http://sigvmeea.hidrocarburos.gob.bo	Platforma del datos geospaciales IIGEO-UMSA	Ministerio de Hidrocarburos y Energías	Geoportal	Central government	GeoNode	ES	dataset,map_layer	open	Bolivia	geospatial,government	active		https://www.hidrocarburos.gob.bo		uncertain
sitservicioslapazbo	http://sitservicios.lapaz.bo/geoserver	La Paz geoserver	Gobierno Autónomo Municipal de La Paz	Geoportal	Local government	GeoServer	ES	dataset,map_layer	open	Bolivia	geospatial,government	active		https://www.lapaz.bo		uncertain
datosabiertoslapazbo	https://datosabiertos.lapaz.bo	Datos Abiertos Gobierno Autónomo Municipal de La Paz	Gobierno Autónomo Municipal de La Paz	Open data portal	Local government	CKAN	ES	dataset	open	Bolivia	government,has_api	active	True	https://www.lapaz.bo		active
datosgobbo	https://datos.gob.bo	Datos Abiertos Bolivia	Government of Bolivia	Open data portal	Central government	CKAN	ES	dataset	open	Bolivia	government,has_api	active	True	https://www.gob.bo		active
bdc-cbers	https://bdc-cbers.s3.us-west-2.amazonaws.com/catalog.json	EO Data Cubes for Brazil - CBERS 4	Brazilian Development Bank (BNDES)	Geoportal	Central government	Stac-server	EN	dataset,map_layer	public		geospatial,has_api	active	True			uncertain
bdc-sentinel-2	https://bdc-sentinel-2.s3.us-west-2.amazonaws.com/catalog.json	EO Data Cubes for Brazil - Sentinel 2	Brazilian Development Bank (BNDES)	Geoportal	Central government	Stac-server	EN	dataset,map_layer	public		geospatial,has_api	active	True			uncertain
cbers	https://stac.amskepler.com/v100/	CBERS and Amazonia-1 on AWS	AmsKepler	Geoportal	Business	Stac-server	EN	dataset,map_layer	public		geospatial,has_api	active	True	https://amskepler.com		active
geocatalogommagovbr	http://geocatalogo.mma.gov.br	Geocatalogo MMA Brazil	Ministério do Meio Ambiente e Mudança do Clima Brazil	Geoportal	Central government	ERDAS APOLLO	EN	dataset,map_layer	open	Brazil	government	active		https://www.gov.br/mma/pt-br		active
geonetworkpbhgovbr	http://geonetwork.pbh.gov.br/geonetwork	BHGEO | PBH - Prefeitura de Belo Horizonte	Prefeitura de Belo Horizonte	Geoportal	Central government	Geonetwork	PT	dataset,map_layer	open	Brazil	geospatial,has_api	active	True	https://www.pbh.gov.br		active
idesisemameioambientemggovbr	http://idesisema.meioambiente.mg.gov.br/geonetwork	IDE-Sisema | Metadado	MG Cidade Administrativa	Geoportal	Central government	Geonetwork	PT	dataset,map_layer	open	Brazil	geospatial,has_api	active	True	https://www.mg.gov.br		active
sidraibgegovbr	https://sidra.ibge.gov.br	SIDRA Banco e Tabelas de Statistica		Indicators catalog	Central government	Custom software	EN,PT	indicator	open	Brazil	statistics,government	active				uncertain
basedosdadosorg	https://basedosdados.org	Base dos Dados		Open data portal	Business	CKAN	PT	dataset	open	Brazil	has_api	active	True			active
catalogogovernoabertospgovbr	http://catalogo.governoaberto.sp.gov.br	Governo Aberto San Paulo	Governo San Paulo	Open data portal	Regional government	CKAN	PT	dataset	open	Brazil	government,has_api	active	True			active
ckanjbrjgovbr	https://ckan.jbrj.gov.br	Dados Abertos do Instituto de Pesquisas Jardim Botânico do Rio de Janeiro	 Instituto de Pesquisas Jardim Botânico do Rio de Janeiro	Open data portal	Central government	CKAN	PT	dataset	open	Brazil	government,has_api	active	True			active
dadosabertosbcbgovbr	https://dadosabertos.bcb.gov.br	Portal de Dados Abertos do Banco Central do Brasil		Open data portal	Central government	CKAN	PT	dataset	open	Brazil	government,has_api	active	True			active
dadosabertosbndesgovbr	https://dadosabertos.bndes.gov.br	Portal de Dados Abertos do BNDES	The Brazilian development bank	Open data portal	Central government	CKAN	PT	dataset	open	Brazil	government,has_api	active	True			active
dadosabertoscapesgovbr	https://dadosabertos.capes.gov.br	Dados Abertos Capes	Coordination for the Improvement of Higher Education Personnel (CAPES)	Open data portal	Central government	CKAN	PT	dataset	open	Brazil	government,has_api	active	True			active
dadosabertosibamagovbr	https://dadosabertos.ibama.gov.br	The Brazilian Institute for the Environment and Renewable Natural Resources (Ibama) open data	The Brazilian Institute for the Environment and Renewable Natural Resources (Ibama)	Open data portal	Central government	CKAN	PT	dataset	open	Brazil	government,has_api	active	True			active
dadosabertosifaledubr	https://dadosabertos.ifal.edu.br	Portal de Dados Abertos do IFAL		Open data portal	Academy	CKAN	PT	dataset	open	Brazil	has_api	active	True			active
dadosabertosifcedubr	https://dadosabertos.ifc.edu.br	Dados Abertos | IFC		Open data portal	Academy	CKAN	PT	dataset	open	Brazil	has_api	active	True			active
dadosabertosiftmedubr	https://dadosabertos.iftm.edu.br	Portal de Dados Abertos do IFTM		Open data portal	Academy	CKAN	PT	dataset	open	Brazil	has_api	active	True			active
dadosabertosprefeiturapoabr	https://dadosabertos.prefeitura.poa.br	Dados Abertos - POA		Open data portal	Regional government	CKAN	PT	dataset	open	Brazil	government,has_api	active	True			active
dadosabertossenadogovbr	https://dadosabertos.senado.gov.br	Portal De Dados Abertos Do Senado Federal (brazil)		Open data portal	Central government	CKAN	EN	dataset	open	Brazil	government,has_api	active	True			uncertain
dadosabertosufersaedubr	https://dadosabertos.ufersa.edu.br	Dados Abertos UFERSA		Open data portal	Academy	CKAN	PT	dataset	open	Brazil	has_api	active	True			active
dadosabertosufmabr	https://dadosabertos.ufma.br	Portal de Dados Abertos da UFMA		Open data portal	Academy	CKAN	PT	dataset	open	Brazil	has_api	active	True			active
dadosabertosufmsbr	https://dadosabertos.ufms.br	Dados Abertos da UFMS	Universidade Federal de Mato Grosso do Sul	Open data portal	Academy	CKAN	PT	dataset	open	Brazil	has_api	active	True	https://www.ufms.br		active
