id	link	name	owner_name	catalog_type	owner_type	software	langs	content_types	access_mode	countries	tags	status	api	owner_link	catalog_export	api_status 
nsdikg	http://nsdi.kg:8070/geonetwork	Каталог метаданных на портале геоинформационных и климатических данных КР	Государственное агентство по земельным ресурсам при Правительстве Кыргызской Республики (ГАЗР при ПКР)	Geoportal	Central government	Geonetwork	RU	dataset,map_layer	open	Kyrgyzstan	geospatial,government,has_api	active	True	https://agro.gov.kg/ru/land-resources/		uncertain
sropasturekg	http://sropasture.kg:8080/geoserver	СИСТЕМА РАННЕГО ОПОВЕЩЕНИЯ (Кыргызстан) Geoserver	Департамент пастбищ и племенного животноводства Министерства сельского, водного хозяйства и развития регионов Кыргызской Республики (МСВХиРР КР)	Geoportal	Academy	GeoServer	RU	dataset,map_layer	public	Kyrgyzstan	geospatial,government	active		https://www.pasture.gov.kg		uncertain
wildlifecaiagkg	http://wildlife.caiag.kg:8080/geoserver	ОХРАНЯЕМЫЕ ПРИРОДНЫЕ ТЕРРИТОРИИ И БИОРАЗНООБРАЗИЕ Национальная база данных Кыргызстана. Geoserver	Central-Asian Institute for Applied Geosciences (CAIAG)	Geoportal	Academy	GeoServer	RU	dataset,map_layer	public	Kyrgyzstan	geospatial,government	active		https://caiag.kg		uncertain
datagovkg	https://data.gov.kg	Kyrgyz Republic open data portal	Government of Kyrgyzstan	Open data portal	Central government	CKAN	RU,KG	dataset	open	Kyrgyzstan	government	active	True			active
camstatnisgovkh	https://camstat.nis.gov.kh	National Indicator Reporting Platform		Indicators catalog	Central government	.Stat Suite	EN	indicator	open	Cambodia	statistics,government	active				uncertain
microdatanisgovkh	https://microdata.nis.gov.kh	Cambodia Microdata Catalog		Microdata catalog	Central government	NADA	EN	dataset	open,limited	Cambodia	government,has_api,microdata	active	True			active
floodmapgokr	https://floodmap.go.kr/geoserver	Hangang Flood Control Office geoserver	Hangang Flood Control Office	Scientific data repository	Central government	GeoServer	EN,KR	dataset,map_layer	open	South Korea	scientific	active	True	https://floodmap.go.kr		uncertain
joisskr	https://joiss.kr/geonetwork	JOISS Metadata catalogue	Haebom Data Inc.	Scientific data repository	Academy	Geonetwork	EN,KR	dataset,map_layer	open	South Korea	scientific	active	True	https://joiss.kr		uncertain
videonifsgokr	https://video.nifs.go.kr:8443/geonetwork	Korea Oceanographic data center data catalogue	Korea Oceanographic data center	Scientific data repository	Academy	Geonetwork	EN,KR	dataset,map_layer	open	South Korea	scientific	active	True	https://nifs.go.kr		uncertain
weathergokr	https://weather.go.kr/wgis-geos	Korea Meteorological Administration geoserver	Korea Meteorological Administration	Scientific data repository	Central government	GeoServer	EN,KR	dataset,map_layer	open	South Korea	scientific	active	True	https://www.kma.go.kr		uncertain
wwwbigdataenvironmentkr	https://www.bigdata-environment.kr	Environmental business big data platform	Daejeon Metropolitan City	Data marketplace	Regional government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.daejeon.go.kr		active
wwwbigdatatransportationkr	https://www.bigdata-transportation.kr	The National Transportation Data Open Market	Korea Expressway Corporation	Data marketplace	Business	Custom software	EN	dataset	open,limited	South Korea		active		https://www.ex.co.kr		active
aihuborkr	https://aihub.or.kr	AI Hub (Korea)	Korea Intelligent Information Society Agency	Machine learning catalog	Central government	Custom software	EN	dataset	open	South Korea	ai,ml	active		https://www.nia.or.kr		uncertain
bigdatagyeongnamgokr	https://bigdata.gyeongnam.go.kr	Gyeongnam Big Data Hub Platform	Gyeongnam Big Data Center	Open data portal	Regional government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.gyeongnam.go.kr		active
databusangokr	https://data.busan.go.kr	Busan Open Data Portal	Busan Metropolitan City	Open data portal	Regional government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.busan.go.kr		active
datachungbukgokr	https://data.chungbuk.go.kr	Chungcheongbuk-do big data hub platform	Chungcheongbuk-do	Open data portal	Regional government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.chungbuk.go.kr		active
datadaegugokr	https://data.daegu.go.kr	Daegu Metropolitan City D-Data hub	Daegu Metropolitan City	Open data portal	Regional government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.daegu.go.kr		active
datagangnamgokr	https://data.gangnam.go.kr	Gangnam-gu open data	Gangnam-gu	Open data portal	Local government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.gangnam.go.kr		active
datagbgokr	https://data.gb.go.kr	Gyeongsangbuk-do open data	Province of Gyeongsangbuk-do	Open data portal	Regional government	Custom software	KR	dataset	open	South Korea	government,has_api	active	True	https://www.gb.go.kr		active
datagdgokr	https://data.gd.go.kr/	Gangdong-gu open data	Gangdong-gu	Open data portal	Local government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.gd.go.kr		active
datagggokr	https://data.gg.go.kr	Gyeonggi Province open data	Gyeonggi Province	Open data portal	Regional government	Custom software	KR	dataset	open	South Korea	government,has_api	active	True	https://www.gg.go.kr		active
datagokr	https://data.go.kr	Open Data Korea	Ministry of Interior And Safety Republic of Korea	Open data portal	Central government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.mois.go.kr		active
datagurogokr	https://data.guro.go.kr	Guro-gu open data	Guro-gu	Open data portal	Local government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.guro.go.kr		active
datagwangjingokr	https://data.gwangjin.go.kr	Gwangjin-gu open data	Gwangjin-gu	Open data portal	Local government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.gwangjin.go.kr		active
datajeonjugokr	https://data.jeonju.go.kr	Jeonju-si Open Data	Jeonju-si	Open data portal	Local government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.jeonju.go.kr		active
datakmagokr	https://data.kma.go.kr	Korea Meteorological Administration weather data service	Korea Meteorological Administration	Open data portal	Central government	Custom software	KR	dataset	open	South Korea	government,has_api	active	True	https://www.kma.go.kr		active
datamfdsgokr	https://data.mfds.go.kr	Food and Drug Data Portal (South Korea)	Ministry of Food and Drug Safety	Open data portal	Central government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.mfds.go.kr		active
datamolitgokr	https://data.molit.go.kr	National Land Transport Integration Channel	Ministry of Land, Infrastructure and Transport Republic of KOREA	Open data portal	Central government	Custom software	KR	dataset	open	South Korea	government,has_api	active	True	https://www.molit.go.kr		active
datanecgokr	http://data.nec.go.kr	National election comission public data portal	National election comission	Open data portal	Central government	Custom software	KR	dataset	open	South Korea	government,has_api	active	True	https://www.nec.go.kr		active
datanowongokr	https://data.nowon.go.kr	Nowon-gu open data	Nowon-gu	Open data portal	Local government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.nowon.go.kr		active
datansdigokr	http://data.nsdi.go.kr	Korea National Spatial Data Infrastructure Portal	Korea Land and Geospatial Information Corporation/	Open data portal	Central government	CKAN	EN,KR	dataset	open	South Korea	government,has_api	active	True	https://nsdi.go.kr		active
datasdgokr	https://data.sd.go.kr	Seongdong-gu Open Data Square	Seongdong-gu	Open data portal	Local government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.sd.go.kr		active
dataseoulgokr	https://data.seoul.go.kr	Seoul Citizens Public Data	Seoul Metropolitan Government	Open data portal	Regional government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.seoul.go.kr		active
dataulsangokr	https://data.ulsan.go.kr	Ulsan Metropolitan City Open Data	Ulsan Metropolitan City	Open data portal	Regional government	Custom software	KR	dataset	open	South Korea	government,has_api	active	True	https://www.ulsan.go.kr		active
datayangcheongokr	https://data.yangcheon.go.kr	Yangcheon-gu open data	Yangcheon-gu	Open data portal	Local government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.yangcheon.go.kr		active
datayongsangokr	https://data.yongsan.go.kr	Yongsan-gu open data	Yongsan-gu	Open data portal	Local government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.yongsan.go.kr		active
opendatahiraorkr	https://opendata.hira.or.kr	Healthcare Bigdata Hub	Health Insurance Review & Assessment Service	Open data portal	Central government	Custom software	KR,EN	dataset	open	South Korea	government,has_api	active	True	https://www.hira.or.kr		active
opendatamofagokr	https://opendata.mofa.go.kr	Korea Ministry of Foreign Affairs open data	Korea Ministry of Foreign Affairs	Open data portal	Central government	Custom software	KR	dataset	open	South Korea	government,has_api	active	True	https://www.mofa.go.kr		active
dataonkistirekr	https://dataon.kisti.re.kr	DataOn		Scientific data repository	Academy	Custom software	EN,KR	dataset	open	South Korea	scientific	active				uncertain
datardagokr	https://data.rda.go.kr	Rural development administration research data repository	Rural development administration	Scientific data repository	Central government	Custom software	EN,KR	dataset	open	South Korea	scientific	active		https://www.rda.go.kr		uncertain
aisgzkkz	https://aisgzk.kz/aisgzk/ru/content/maps/	Картографическая основа Управления Земельного кадастра и Автоматизированной информационной системы государственного земельного кадастра 		Geoportal	Central government	ArcGIS Server	RU	dataset,map_layer	open	Kazakhstan	geospatial,government	active				uncertain
arcgisgiscenterkz	https://arcgis.gis-center.kz/server/rest/services	ArcGIS server of the Kazakhstan Center for Geographic Information Systems	Kazakhstan Center for Geographic Information Systems	Geoportal	Business	ArcGIS Server	RU	dataset,map_layer	open	Kazakhstan	geospatial	active				active
gisesauletkz	https://gis.esaulet.kz	Геоинформационный портал города Астана		Geoportal	Local government	ArcGIS Server	RU	dataset,map_layer	open	Kazakhstan	geospatial,government	active				active
gisgharyshkz	https://gis.gharysh.kz/server/rest/services	"ArcGIS server of the JSC ""National company ""Kazakhstan Gharysh Sapary"""	"JSC ""National company ""Kazakhstan Gharysh Sapary"""	Geoportal	Local government	ArcGIS Server	KZ,RU	dataset,map_layer	open	Kazakhstan	geospatial	active	True	https://www.gharysh.kz		active
giskgpkz	https://gis.kgp.kz/server/rest/services	ArcGIS server of the Committee on the legal statistics and special accounts of the state office of public prosecutor of Republic of Kazakhstan	Committee on the legal statistics and special accounts of the state office of public prosecutor of Republic of Kazakhstan	Geoportal	Central government	ArcGIS Server	RU,EN	dataset,map_layer	open	Kazakhstan	geospatial,government	active		https://www.gov.kz/memleket/entities/pravstat?lang=en		active
mapgovkz	https://map.gov.kz	ГИС-портал проекта Национальная инфраструктура пространственных данных Республики Казахстан		Geoportal	Central government	GeoNode	RU	dataset,map_layer	open	Kazakhstan	geospatial,government	active				active
mapskpokz	https://maps.kpo.kz	Karachaganak Petroleum Operating B.V. geoportal	Karachaganak Petroleum Operating B.V.	Geoportal	Central government	ArcGIS Server	RU	dataset,map_layer	open	Kazakhstan	geospatial,government	active		https://www.kpo.kz		uncertain
opendatasmartalmatykz	https://opendata.smartalmaty.kz/	Открытые данные Алматы (Smart Almaty)		Geoportal	Regional government	Custom software	RU,KZ	dataset,map_layer	open	Kazakhstan	geospatial,government	active				uncertain
pastureskazniizhikkz	https://pastures.kazniizhik.kz:8443/geoserver	Kazakh research institute of livestock and fodder production geoserver	Kazakh research institute of livestock and fodder production	Geoportal	Academy	GeoServer	RU,KZ	dataset,map_layer	open	Kazakhstan	geospatial,government	active		https://www.kazniizhik.kz		uncertain
stixgeologykz	https://stix.geology.kz:6443/arcgis/rest/services/	"ArcGIS server of the LLP ""Geological platform"" E-Geoprom """	"LLP ""Geological platform"" E-Geoprom """	Geoportal	Business	ArcGIS Server	RU,EN	dataset,map_layer	open	Kazakhstan	geospatial,government	active				active
taldaustatgovkz	https://taldau.stat.gov.kz	Талдау. Информационно-аналитическая система Бюро Национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан 		Indicators catalog	Central government	Custom software	RU,KZ	indicator	open	Kazakhstan	statistics,government	active				uncertain
dataegovkz	https://data.egov.kz/	Портал открытых данных Республики Казахстан		Open data portal	Central government	Custom software	RU,KZ	dataset	limited	Kazakhstan	government	active				active
endatak4dla	https://en.data.k4d.la/	K4D Data Catalogue	Centre for development and Environment (CDE) of the University of Bern	Geoportal	Central government	ArcGIS Hub	EN	dataset,map_layer	open	Laos	geospatial,has_api	active	True	https://www.cde.unibe.ch/		active
laosislsbgovla	https://laosis.lsb.gov.la	Laos Statistics DB		Indicators catalog	Central government	Custom software	EN	indicator	open	Laos	statistics,government	active				active
bdsicaint	https://bd.sica.int	Archivo Regional de datos SICA		Microdata catalog	International	NADA	ES	dataset	open,limited	Latin America	has_api,microdata	active	True			deprecated
dataurbeappcivicocom	https://dataurbe.appcivico.com	Dataurbe		Open data portal	Civil society	CKAN	PT	dataset	open	Latin America	has_api	active	True			active
datamelcgiarorg	https://data.mel.cgiar.org	MELDATA		Scientific data repository	Academy	Dataverse	AR	dataset	open	Lebanon	scientific,has_api	active	True			active
dataversetheacssorg	https://dataverse.theacss.org	ACSS Dataverse		Scientific data repository	Academy	Dataverse	AR	dataset	open	Lebanon	scientific,has_api	active	True			active
nadastatisticsgovlk	https://nada.statistics.gov.lk	Lanka Datta		Microdata catalog	Central government	NADA	EN	dataset	open,limited	Sri Lanka	government,has_api,microdata	active	True			active
datagovlk	https://data.gov.lk	Open data Portal of Sri Lanka		Open data portal	Central government	DKAN	EN	dataset	open	Sri Lanka	government	active				uncertain
wwwinspiregeoportallt	https://www.inspire-geoportal.lt/geonetwork	GIS-Centras metadata catalogue	VĮ Distancinių tyrimų ir geoinformatikos centras „GIS-Centras“	Geoportal	Central government	Geonetwork	LT,EN	dataset,map_layer	open	Lithuania	geospatial,government,has_api	active	True	https://www.gis-centras.lt		uncertain
datagovlt	https://data.gov.lt	Lietuvos atvirų duomenų portalas 	IVPK Information Society Development Committee Budgetary institution	Open data portal	Central government	CKAN	LT	dataset	open	Lithuania	government,has_api	active	True	https://www.gov.lt		active
opendatavilniuslt	https://opendata.vilnius.lt	Vilnus Open Data Portal	IVPK Information Society Development Committee Budgetary institution	Open data portal	Regional government	CKAN	LT	dataset	open	Lithuania	government,has_api	active	True	https://www.vilnus.lt		active
rinkiniailietuvosfinansailt	https://rinkiniai.lietuvosfinansai.lt	OPEN FINANCES OF LITHUANIA data portal	The Ministry of Finance of the Republic of Lithuania	Open data portal	Central government	CKAN	LT	dataset	open	Lithuania	government,has_api	active	True	https://www.lietuvosfinansai.lt		active
lidadataverselt	https://lida.dataverse.lt	Lithuanian Data Archive for Social Sciences and Humanities (LiDA)	Kauno technologijos universitetas	Scientific data repository	Academy	Dataverse	LT	dataset	open	Lithuania	scientific,has_api	active	True	https://ktu.edu		active
geocataloggeoportallu	https://geocatalog.geoportal.lu/geonetwork	 Geoportal of the Grand-Duchy of Luxembourg		Geoportal	Government	Geonetwork	FR,DE,EN	dataset,map_layer	open	Luxembourg	geospatial,government,has_api	active	True			uncertain
granderegionlu	https://www.grande-region.lu/portal/donnees	Portail Statistique de la Grande Région		Indicators catalog	Regional government	PxWeb	FR	indicator	open	Luxembourg	statistics,government	active				uncertain
lustatstateclu	https://lustat.statec.lu	Lustat statistiques explorer .Stat		Indicators catalog	Central government	.Stat Suite	FR	indicator	open	Luxembourg	statistics,government	active				active
datapubliclu	https://data.public.lu	Portail Open Data Luxemburg	Government of Luxemburg	Open data portal	Central government	uData	FR	dataset	open	Luxembourg	government,has_api	active	True			active
datacatalogelixirluxembourgorg	https://datacatalog.elixir-luxembourg.org	The IMI Data Catalog		Scientific data repository	Academy	Custom software	EN	dataset	open	Luxembourg	scientific	active				uncertain
statgovlv	https://stat.gov.lv	Official statistics of Latvia	Government of Latvia	Indicators catalog	Central government	PxWeb	EN	indicator,dataset	open	Latvia	statistics,government	active				uncertain
datagovlv	https://data.gov.lv	Latvijas Atvērto datu portāls		Open data portal	Central government	CKAN	LV	dataset	open	Latvia	government,has_api	active	True			active
dataversersulv	https://dataverse.rsu.lv	RSU Dataverse		Scientific data repository	Academy	Dataverse	LV	dataset	open	Latvia	scientific,has_api	active	True			active
wwwdatagovma	https://www.data.gov.ma	Portail Open Data - Données ouvertes du Maroc		Open data portal	Central government	CKAN	FR	dataset	open	Morocco	government,has_api	active	True			active
geoportalindsgovmd	http://geoportalinds.gov.md/geonetwork	NSDI Republic of Moldova	Government of Moldova	Geoportal	Central government	Geonetwork	RO	dataset,map_layer	open	Moldova	geospatial,government,has_api	active	True	https://www.gov.md		uncertain
statbankstatisticamd	https://statbank.statistica.md	Statistica Moldovei Statistical databank		Indicators catalog	Central government	PxWeb	EN	indicator	open	Moldova	statistics,government	active				uncertain
datagovmd	https://data.gov.md	 Portalul Guvernamental al Datelor Deschise	Guvernul Republicii Moldova	Open data portal	Central government	CKAN	RO,EN,RU	dataset	open	Moldova	government,has_api	active	True			active
pxwebmonstatorg	https://pxweb.monstat.org	Statisital office of Montenegro database		Indicators catalog	Central government	PxWeb	EN	indicator	open	Montenegro	statistics,government	active				active
datagovme	https://data.gov.me	Open Data Montenegro		Open data portal	Central government			dataset	open	Montenegro	government	active				active
wwwresiliencemadagovmg	https://www.resiliencemada.gov.mg	GFDRR Madagascar geonode	Government of Madagascar	Geoportal	Central government	GeoNode	FR	dataset,map_layer	open	Madagascar	geospatial,government	active		https://www.gov.mg		uncertain
nbstatnbrmmk	https://nbstat.nbrm.mk/pxweb/en/	 National Bank of the Republic of North Macedonia  Statistical Web Portal		Indicators catalog	Central government	PxWeb	EN	indicator	open	Republic of North Macedonia	statistics,government	active				uncertain
datagovmk	https://data.gov.mk	datagovmk		Open data portal	Central government	CKAN	MK	dataset	open	Republic of North Macedonia	government,has_api	active	True			active
dataesripressbooksopendataarcgiscom	https://data.esripressbooks.opendata.arcgis.com	Esri Press - Official Book Site	Esri Press	Geoportal	Business	ArcGIS Hub		dataset,map_layer	open	Mali	geospatial,has_api	active	True			active
pxwebinstatmalicom	https://pxweb.instat-mali.com/PXWeb/pxweb/fr/BaseDeDonnees/	Base de Données PxWeb - INSTAT	Institut National de la Statistique	Indicators catalog	Central government	PxWeb	FR	indicator	open	Mali	statistics,government	active		https://www.instat-mail.org		uncertain
instatmaliorgnada	https://www.instat-mali.org/nada	Institut National de la Statistique Microdata catalogue	Institut National de la Statistique	Microdata catalog	Central government	NADA	EN	microdata	open,limited	Mali	government,has_api,microdata	active	True	https://www.instat-mail.org		uncertain
geonetmrismn	https://geonet.mris.mn/geonetwork	National Geological Survey (Mongolia)		Geoportal	Central government	Geonetwork	MN	dataset,map_layer	open	Mongolia	geospatial,government,has_api	active	True			uncertain
portaleicmn	http://portal.eic.mn:8080/geonetwork	EIC geonetwork		Geoportal	Government	Geonetwork	MN	dataset,map_layer	open	Mongolia	geospatial,government,has_api	active	True			uncertain
webgisiggacmn	http://webgis.igg.ac.mn:8080/geonetwork	Mongolian Institute of geography and geoecology		Geoportal	Academy	Geonetwork	MN	dataset,map_layer	open	Mongolia	geospatial,has_api	active	True			uncertain
webnsomn	http://web.nso.mn/nada/index.php	Statistical microdata Mongolia	National Statistics Office of Mongolia	Microdata catalog	Central government	NADA	EN	dataset	open,limited	Mongolia	government,has_api,microdata	active	True	https://www.nso.mn		deprecated
datanumedumn	https://data.num.edu.mn	МУИС Нээлттэй Өгөгдөл		Open data portal	Academy	CKAN	MN	dataset	open	Mongolia	has_api	active	True			active
edumrpamgovmn	https://edu.mrpam.gov.mn	SESMIM Knowledge Portal	Ministry of Mining and Heavy Industry Mongolia	Open data portal	Central government	CKAN	MN	dataset	open	Mongolia	government,has_api	active	True			active
opendatagovmn	https://opendata.gov.mn	OpenData.mn		Open data portal	Central government	CKAN	MN	dataset	open	Mongolia	government,has_api	active	True			active
portaliggacmn	https://portal.igg.ac.mn	IGG Knowledge Portal		Open data portal	Academy	CKAN	MN	dataset	open	Mongolia	has_api	active	True			active
portalmeritmn	http://portal.merit.mn	MERIT knowledge portal	Project MERIT	Open data portal	Civil society	CKAN	MN	dataset	open	Mongolia	has_api	active	True	http://merit.mn		active
pfnicemr	http://pfni-ce.mr	Integrated digital platform for environmental datain the Mauritanian marine and coastal zone	Commission Environnementale Mauritania	Geoportal	Central government	GeoNode	FR	dataset,map_layer	open	Mauritania	geospatial,government	active		https://www.commission-environnementale.mr		uncertain
onsmr	https://ons.mr/anadrim/index.php/home	Mauritania Office National de la Statistique microdata catalog	Office National de la Statistique (Mauritania)	Microdata catalog	Central government	NADA	EN	dataset	open,limited	Mauritania	government,has_api,microdata	active	True	https://ons.mr		uncertain
wwwbeyanatmr	https://www.beyanat.mr	Beyanat Mauriatnie, Economic, budgetary and monetary data portal	Ministry of Economic Affairs and Promotion of Productive Sectors (Mauritania)	Open data portal	Central government	Custom software	FR	dataset	open	Mauritania	government,has_api	active	True	https://www.economie.gov.mr		active
msdidatagovmt	https://msdi.data.gov.mt/geonetwork	Malta Geoportal		Geoportal	Central government	Geonetwork	EN	dataset,map_layer	open	Malta	geospatial,government,has_api	active	True			deprecated
opendatagovmt	https://open.data.gov.mt	OpenData Malta	Government of Malta	Open data portal	Central government	Custom software	EN	dataset	open	Malta	has_api	active				
wwwmasdapmw	https://www.masdap.mw	Malawi Spatial Data Platform	National Spatial Data Center Department of surveys	Geoportal	Central government	GeoNode	EN	dataset,map_layer	open	Malawi	geospatial,government	active		https://www.malawi.gov.mw		uncertain
dmshivhealthgovmw	https://dms.hiv.health.gov.mw	Department of HIV, AIDS & Viral Hepititis (DHA) Document Management System	HIV, AIDS & Viral Hepititis Ministry of Health, Malawi	Open data portal	Central government	CKAN	EN	dataset	open	Malawi	government,has_api	active	True	https://www.health.gov.mw		deprecated
riispinspmx	https://riisp.insp.mx/nada/index.php	Repositorio Integrado de Información en Salud Pública (RIISP)		Microdata catalog	Central government	NADA	ES	dataset	open,limited	Mexico	government,has_api,microdata	active	True			active
datamxio	https://datamx.io	Datamx.io		Open data portal	Community	CKAN	EN	dataset	open	Mexico	has_api	active	True			active
datosabiertoscholulagobmx	https://datosabiertos.cholula.gob.mx	La plataforma de Datos Abiertos Ayuntamiento de San Pedro Cholula	Ayuntamiento de San Pedro Cholula	Open data portal	Local government	DKAN	ES	dataset	open	Mexico	government	active		http://www.cholula.gob.mx		uncertain
datosabiertosinfocdmxorgmx	https://datosabiertos.infocdmx.org.mx	Portal de Datos Abiertos de Transparencia Mexico	Instituto de Transparencia, Acceso a la Información Pública, Protección de Datos Personales y Rendición de Cuentas de la Ciudad de México	Open data portal	Civil society	CKAN	ES	dataset	open	Mexico	government,has_api	active	True	https://www.infocdmx.org.mx		active
datoscongresogtogobmx	https://datos.congresogto.gob.mx	Datos Abiertos Congreso del Estado de Guanajuato		Open data portal	Regional government	CKAN	ES	dataset	open	Mexico	government,has_api	active	True			active
datosveracruzmunicipiogobmx	https://datos.veracruzmunicipio.gob.mx	Datos Abiertos del Municipio de Veracruz	Municipio de Veracruz	Open data portal	Local government	CKAN	ES	dataset	open	Mexico	government,has_api	active	True			active
inaiopendatasoftcom	https://inai.opendatasoft.com	Instituto Nacional de Acceso a la Información Pública y Protección de Datos Personales	Instituto Nacional de Acceso a la Información Pública y Protección de Datos Personales	Open data portal	Central government	OpenDataSoft	ES	dataset	open	Mexico	government,has_api	active	True			uncertain
nuevoleonopendatasoftcom	https://nuevoleon.opendatasoft.com	Comisión de Transparencia del Estado de Nuevo León	Comisión de Transparencia del Estado de Nuevo León	Open data portal	Regional government	OpenDataSoft	ES	dataset	open	Mexico	government,has_api	active	True			uncertain
datacimmytorg	https://data.cimmyt.org	CIMMYT Research Data		Scientific data repository	Academy	Dataverse	ES	dataset	open	Mexico	scientific,has_api	active	True			deprecated
datahydrogovmy	https://data.hydro.gov.my/server/rest/services	National Hydrographic Centre ArcGIS server (Malaysia)	National Hydrographic Centre (Malaysia)	Geoportal	Central government	ArcGIS Server	EN	dataset,map_layer	open	Malaysia	geospatial,government	active		https://www.hydro.gov.my		uncertain
ismpwatergovmy	http://ismp.water.gov.my	Integrated Shoreline Management Plan (ISMP) Kedah	Institute of Climate Change	Geoportal	Central government	GeoNode	EN	dataset,map_layer	open	Malaysia	geospatial,government	active		https://www.ukm.my		uncertain
mymapsmygeoportalgovmy	https://mymaps.mygeoportal.gov.my	Malaysia Geoportal	National Geospatial Centre	Geoportal	Central government	GeoNode	EN	dataset,map_layer	open	Malaysia	geospatial,government	active		https://www.mygeoportal.gov.my		uncertain
skipsjupemgovmy	http://skips.jupem.gov.my:82/geoserver	Ministry of Natural Resources, Environment and Climate Change geoserver (Malaysia)	Ministry of Natural Resources, Environment and Climate Change (Malaysia)	Geoportal	Central government	GeoServer	EN	dataset,map_layer	open	Malaysia	geospatial,government	active		https://www.jupem.gov.my		uncertain
datagovmy	https://data.gov.my	Portal Data Terbuka Malaysia	Government of Malaysia	Open data portal	Central government	CKAN	MS	dataset	open	Malaysia	government,has_api	active	True	https://www.gov.my		deprecated
datasarawakgovmy	https://data.sarawak.gov.my	The official portal of Sarawak data	Sarawak State	Open data portal	Regional government	CKAN	MS	dataset	open	Malaysia	government,has_api	active	True	https://www.sarawak.gov.my		active
opendosmgovmy	https://open.dosm.gov.my	Open DOSM (Statistics of Malaysia)		Open data portal	Central government	Custom software	EN	dataset	open	Malaysia	government	active				uncertain
datauitmedumy	https://202.58.84.53	UiTM Open Data Repository	Universiti Teknologi MARA	Scientific data repository	Academy	DKAN	EN	dataset	open	Malaysia	government	active		http://uitm.edu.my		uncertain
opendatausmmy	https://opendata.usm.my	OpenData@USM	Universiti Sains Malaysia	Scientific data repository	Academy	DSpace	EN	dataset	open	Malaysia	government	active		http://www.usm.my		uncertain
catalogocollectpdegovmz	https://catalogo.collect.pde.gov.mz/geonetwork	Catalogo Nacional de Metadados de Dados Geoespaciais Mozambique	Ministério dos Transportes e Comunicações Mozambique	Geoportal	Central government	Geonetwork	FR	dataset,map_layer	open	Mozambique	geospatial,government,has_api	active	True	https://www.pde.gov.mz		uncertain
madicoterrafirmacomz	https://madico.terrafirma.co.mz	Direcção Nacional de Terras e Desenvolvimento Territorial geonode	Direcção Nacional de Terras e Desenvolvimento Territorial	Geoportal	Central government	GeoNode	FR	dataset,map_layer	open	Mozambique	geospatial,government,has_api	active	True	http://www.terrafirma.co.mz		uncertain
wwwmozgisgovmz	https://www.mozgis.gov.mz	GIS National Network for Mozambique	National Geo-Spatial Development Agency	Geoportal	Central government	ArcGIS Server	FR	dataset,map_layer	open	Mozambique	geospatial,government,has_api	active	True	https://www.mozgis.gov.mz		uncertain
nadansaorgna	https://nada.nsa.org.na	Namibia Statistics Agency. An online microdata catalog		Microdata catalog	Central government	NADA	EN	dataset	open,limited	Namibia	government,has_api,microdata	active	True			active
datanigeriase4allgovng	https://data.nigeriase4all.gov.ng	Nigeria SE4ALL geonode	Federal Ministry of Power (Nigeria)	Geoportal	Central government	GeoNode	EN	dataset,map_layer	open	Nigeria	geospatial,government	active		https://www.power.gov.ng		uncertain
geonetworkgrid3govng	https://geonetwork.grid3.gov.ng/geonetwork	The Geo-Referenced Infrastructure and Demographic Data for Development (GRID3) programme geodata catalog	Federal Republic of Nigeria	Geoportal	Central government	Geonetwork	EN	dataset,map_layer	open	Nigeria	geospatial,government,has_api	active	True	https://www.gov.ng		uncertain
nigeriangeodatacentrebgsacuk	https://nigerian-geodata-centre.bgs.ac.uk/geonetwork	Nigerian Geodata Centre Catalogue	Nigerian Geological Survey Agency (NGSA)	Geoportal	Central government	Geonetwork	EN	dataset,map_layer	open	Nigeria	geospatial,government,has_api	active	True	https://ngsa.gov.ng		uncertain
nadauiedung	https://nada.ui.edu.ng/index.php	University of Ibadan, Data Archive	University of Ibadan	Microdata catalog	Academy	NADA	EN	dataset	open,limited	Nigeria	government,has_api,microdata	active	True	http://www.ui.edu.ng		deprecated
