id	link	name	owner_name	owner_link	catalog_type	owner_type	software	langs	content_types	access_mode	countries	tags	status	api	catalog_export	api_status
geonetworkgeoplatformgov	https://geonetwork.geoplatform.gov/geonetwork	Geoplatform.gov Data Catalogue	U.S. Federal Geographic Data Committee (FGDC)	https://www.fgdc.gov	Geoportal	Central government	Geonetwork	EN	dataset,map_layer	open	United States	geospatial,has_api	active	TRUE		uncertain
mairiebastiadatacorsicaopendatasoftcom	https://mairie-bastia-datacorsica.opendatasoft.com	CT Corse	CT Corse		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
nandygrandparissudopendatasoftcom	https://nandy-grandparissud.opendatasoft.com	GPS - Grand Paris Sud	GPS - Grand Paris Sud		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
publicnpsopendataarcgiscom	https://public-nps.opendata.arcgis.com/	National Park Service Open Data	U.S. Department of the Interior		Geoportal	Central government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	TRUE		active
rtdcmwcogopendataarcgiscom	https://rtdc.mwcog.opendata.arcgis.com	Regional Transportation Data Clearinghouse	Regional Transportation Data Clearinghouse		Geoportal	Central government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	TRUE		active
usgs-3dep-lidar	https://usgs-lidar-stac.s3-us-west-2.amazonaws.com/ept/catalog.json	USGS 3DEP LiDAR Point Clouds	USGS		Geoportal	Central government	Stac-server	EN	dataset,map_layer	public	United States	geospatial,government,has_api	active	TRUE		uncertain
usgs-astrogeology-ard	https://asc-stacbrowser.s3.us-west-2.amazonaws.com/catalog.json	USGS Astrogeology Provided Analysis Ready Data	USGS		Geoportal	Central government	Stac-server	EN	dataset,map_layer	public	United States	geospatial,government,has_api	active	TRUE		uncertain
usgs-landsat-collection-2-api	https://landsatlook.usgs.gov/stac-server/	USGS Landsat Collection 2 API	USGS		Geoportal	Central government	Stac-server	EN	dataset,map_layer	public	United States	geospatial,government,has_api	active	TRUE		uncertain
catalogdatagov	https://catalog.data.gov	Data.gov	US Government	http://www.gsa.gov	Open data portal	Central government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
navitiaopendatasoftcom	https://navitia.opendatasoft.com	Navitia.io Open Data Transport	Keolis / Kisio Digital		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
datacmsgov	https://data.cms.gov	Data.CMS.gov	Center For Medicare & Medicad Services	https://www.cms.gov	Open data portal	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
datadefensegov	https://data.defense.gov	NASA Data Catalog	US Department of Defense	https://www.defense.gov	Datasets list	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
datadoigov	https://data.doi.gov	data.doi.gov	US Department of the Interior	https://www.doi.gov	Open data portal	Central government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
dataedgov	https://data.ed.gov	Department of Education Open Data Platform	US Department of Education		Open data portal	Central government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
datahrsagov	https://data.hrsa.gov	Data.HRSA.gov	Health Resources And Services Administration	https://www.hrsa.gov	Open data portal	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
dataioosus	https://data.ioos.us	IOOS Catalog	U.S. Integrated Ocean Observing System Program		Open data portal	Academy	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
datamccgov	https://data.mcc.gov	Millennium Challenge - Open Data Catalog	Millenium Challenge Corporation		Open data portal	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
datamedicaidgov	https://data.medicaid.gov	Medicaid & CHIP Open Data	Medicaid	https://www.medicaid.gov	Open data portal	Central government	DKAN	EN	dataset	open	United States	government	active			uncertain
datamedicaregov	https://data.medicare.gov	Medicare Data	U.S Centers for Medicare & Medicaid Services		Open data portal	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
datanasagov	https://data.nasa.gov	NASA Data Catalog	NASA	https://www.nasa.gov	Open data portal	Central government	Socrata	EN	dataset	open	United States	government	active			uncertain
datanistgov	https://data.nist.gov/sdp/	NIST Data Discovery	National Institute of Standards and Technology (NIST)	https://www.nist.gov	Open data portal	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
datanoaagov	https://data.noaa.gov	NOAA Data Catalog	NOAA		Open data portal	Central government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
dataojpusdojgov	https://data.ojp.usdoj.gov	Office of Justice Programs Open Data	Office of Justice Programs	https://www.ojp.usdoj.gov	Open data portal	Central government	Socrata	EN	dataset	open	United States	government	active			uncertain
datapepfargov	https://data.pepfar.gov	Pepfar Panorama Spotlight	U.S. President Emergency Plan for AIDS Relief (PEPFAR).	https://www.pepfar.gov	Datasets list	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
datasbagov	https://data.sba.gov	U.S. Small Business Administration (SBA) | Open Data	U.S. Small Business Administration (SBA)		Open data portal	Central government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
catalogdatagov	https://edx.netl.doe.gov	NETL Energy Data eXchange	U.S. Department of Energy		Open data portal	Central government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
enforcedatadolgov	https://enforcedata.dol.gov	Us Department Of Labor Enforcement Data	U.S. Department of Labor		Open data portal	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
enopeneiorg	https://en.openei.org	Openei – Open Energy Info	U.S. National Renewable Energy Laboratory		Open data portal	Central government	Semantic Mediawiki	EN	dataset	open	United States	government	active			uncertain
healthdatagov	https://healthdata.gov	HealthData.gov	U.S. Department of Health	https://www.health.gov	Open data portal	Central government	Socrata	EN	dataset	open	United States	government	active			uncertain
opendataeolorg	https://opendata.eol.org	OpenData.eol.org	National Museum of Natural History Smithsonian Institution		Open data portal	Academy	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
opendatadcgov	https://opendata.fcc.gov	FCC Open Data	Federal Communications Commission		Open data portal	Central government	Socrata	EN	dataset	open	United States	government	active	TRUE		active
sosnoaagov	https://sos.noaa.gov/catalog/datasets/	NOAA Science On A Sphere	NOAA		Datasets list	Central government	Custom software	EN	dataset	open	United States	government	active			active
wwwblsgov	https://www.bls.gov/data	Bureau Of Labor datasets	U.S. Bureau Of Labor		Datasets list	Central government	Custom software	EN	dataset	open	United States	government	active			active
wwwdatabseegov	https://www.data.bsee.gov	Bureau of Safety and Environmental Enforcement Data Cenyer	Bureau of Safety and Environmental Enforcement	https://www.bsee.gov	Datasets list	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
wwwersusdagov	https://www.ers.usda.gov/data-products.aspx	United States Department Of Agriculture: Econonic Research Services Data products	United States Department Of Agriculture		Datasets list	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
wwwsecgov	https://www.sec.gov/open/datasets.shtml	Security And Exchange Commission data	US Securities and Exchange comission		Datasets list	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
wwwssagov	https://www.ssa.gov/open/data	Social Security Administration Open Data	Social Security Administration		Datasets list	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
wwwusdagov	https://www.usda.gov/wps/portal/usda/usdahome?navid=data	Us Department Of Agriculture Open Data	US Department Of Agriculture		Datasets list	Central government	Custom software	EN	dataset	open	United States	government	active			uncertain
astraea-earth-ondemand	https://eod-catalog-svc-prod.astraea.earth/	Astraea Earth OnDemand	Astraea Inc.		Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		active
capella-space-open-data	https://capella-open-data.s3.us-west-2.amazonaws.com/stac/catalog.json	Capella Space Open Data	Capella Space		Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		uncertain
oddcdatacorsicaopendatasoftcom	https://oddc-datacorsica.opendatasoft.com	CT Corse	CT Corse		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
disasters-charter-mapper-catalog	https://supervisor.disasterscharter.org/api/catalog.json	Disasters Charter Mapper Catalog	The International Charter Space and Major Disasters		Geoportal	International	Stac-server	EN	dataset,map_layer	protected	World	geospatial,has_api	active	TRUE		deprecated
earth-search	https://earth-search.aws.element84.com/v1/	Earth Search	Element84		Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		deprecated
esri-lulc-2020	https://esri-lulc-2020-stac.s3.amazonaws.com/catalog.json	esri-lulc-2020	Esri		Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		active
odreopendatasoftcom	https://odre.opendatasoft.com	RTE	RTE		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
google-earth-engine	https://earthengine-stac.storage.googleapis.com/catalog/catalog.json	Google Earth Engine	Google Inc.		Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		uncertain
maxar-ard-sample-data	https://ard.maxar.com/samples/catalog.json	Maxar ARD Sample Data			Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		uncertain
maxar-open-data-catalog-ard-format	https://maxar-opendata.s3.amazonaws.com/events/catalog.json	Maxar Open Data Catalog (ARD format)			Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		uncertain
microsoft-pc	https://planetarycomputer.microsoft.com/api/stac/v1/	Microsoft Planetary Computer STAC API			Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		active
openaerialmap-example	https://raw.githubusercontent.com/m-mohr/oam-example/main/catalog.json	OpenAerialMap Example	OpenAerialMap		Geoportal	Civil society	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		uncertain
opentopography	https://portal.opentopography.org/stac/catalog.json	OpenTopography Data Catalog	University of California San Diego		Geoportal	Academy	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		active
planet-labs-stac-catalog	https://www.planet.com/data/stac/catalog.json	Planet Labs STAC Catalog			Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		active
polar-geospatial-center	https://pgc-opendata-dems.s3.us-west-2.amazonaws.com/pgc-data-stac.json	Polar Geospatial Center Data Catalog	Polar Geospatial Center		Geoportal	Academy	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		uncertain
radiant-mlhub	https://api.radiant.earth/mlhub/v1/	Radiant MLHub	Radiant Earth Foundation		Geoportal	Civil society	Stac-server	EN	dataset,map_layer	protected	United States	geospatial,has_api	active	TRUE		active
sentinel-1-rtc-conus	https://raw.githubusercontent.com/scottyhq/sentinel1-rtc-stac/main/collection.json	Sentinel-1 RTC CONUS	Indigo Ag, Inc		Geoportal	Business	Stac-server	EN	dataset,map_layer	public	United States	geospatial,has_api	active	TRUE		uncertain
awsamazon	https://aws.amazon.com/marketplace/search/results?trk=8384929b-0eb1-4af3-8996-07aa409646bc&sc_channel=el&FULFILLMENT_OPTION_TYPE=DATA_EXCHANGE&CONTRACT_TYPE=OPEN_DATA_LICENSES%2CSTANDARD_DATA_AGREEMENT&filters=FULFILLMENT_OPTION_TYPE%2CCONTRACT_TYPE	AWS Marketplace open and commercial dataset	Amazon Web Services, Inc		Data marketplace	Business	Custom software	EN	dataset	open,limited	United States		active			active
datanasdaqcom	https://data.nasdaq.com	NASDAQ Data Link			Data marketplace	Business	Custom software	EN	dataset	open,limited	United States		active			uncertain
apifoodsecurityportalorg	https://api.foodsecurityportal.org	Unknown			Open data portal	Civil society	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
datacatalogurbanorg	https://datacatalog.urban.org	Urban Institute Data Catalog			Open data portal	Business	DKAN	EN	dataset	open	United States	government	active			uncertain
resiliencedatanfwforg	https://resiliencedata.nfwf.org	NFWF Coastal Resilience Open Data Platform	The National Fish and Wildlife Foundation (NFWF)		Open data portal	Civil society	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
wwwcivicdataio	https://www.civicdata.io	CivicData.com			Open data portal	Business	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
archiveorgdatasets	https://archive.org/details/datasets	Archive.org datasets collection	Internet Archive	https://archive.org	Other	Civil society	Custom software	EN	dataset	open	United States		active			uncertain
academictorrents	https://academictorrents.com/	Academic Torrents	Institute for Reproducible Research		Other	Community	Custom software	EN	dataset	open	United States		active			uncertain
archivecisercornelledu	https://archive.ciser.cornell.edu	CISER Data & Reproduction Archive			Scientific data repository	Academy	Custom software	EN	dataset	open,limited	United States	scientific	active			uncertain
archivedatajhuedu	https://archive.data.jhu.edu	Johns Hopkins University			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
cybercommonsdatahpcokstateedu	http://cybercommons-data.hpc.okstate.edu	Cybercommons Data Repository	University of Oklahoma	https://www.okstate.edu	Open data portal	Academy	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
dandiarchiveorg	https://dandiarchive.org	DANDIArchive			Scientific data repository	Academy	Custom software	EN	dataset	open	United States	scientific	active			uncertain
datacaltechedu	https://data.caltech.edu	Caltech Data			Scientific data repository	Academy	InvenioRDM	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataecosisorg	https://data.ecosis.org	EcoSIS Spectral Library	University of Wisconsin		Open data portal	Academy	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
datamendeleycom	https://data.mendeley.com	Mendeley Data			Scientific data repository	Academy	DataOne	EN	dataset	open	United States	scientific	active			uncertain
datamsdliveorg	https://data.msdlive.org	MSD-Live	U.S. Department of Energy, Office of science		Scientific data repository	Academy	InvenioRDM	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
datanalusdagov	https://data.nal.usda.gov	Ag Data Commons	U.S. Department of Agriculture	https://www.usda.gov	Scientific data repository	Central government	DKAN	EN	dataset	open	United States	government	active			uncertain
datanrelgov	https://data.nrel.gov	NREL Data Catalog	The National Renewable Energy Laboratory	https://www.nrel.gov	Scientific data repository	Academy	Custom software	EN	dataset	open	United States	scientific,government	active			uncertain
dataqdrsyredu	https://data.qdr.syr.edu	QDR Main Collection			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataskeenasalmoninfo	https://data.skeenasalmon.info	Skeena Salmon Data Catalogue	Skeena Knowledge Trust		Open data portal	Civil society	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
portovecchioopendatasoftcom	https://porto-vecchio.opendatasoft.com	CT Corse	CT Corse		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
dataverseacgmaineedu	https://dataverse.acg.maine.edu/dvn	Maine Dataverse Network			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataverseasuedu	https://dataverse.asu.edu	ASU Library Research Data Repository	ASU Library		Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataversedartmouthedu	https://dataverse.dartmouth.edu	Dartmouth Dataverse			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataversefiuedu	https://dataverse.fiu.edu	Florida International University Research Data Portal			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataverseharvardedu	https://dataverse.harvard.edu	Harvard Dataverse			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataverseifdcorg	https://dataverse.ifdc.org	IFDC Dataverse			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataversejplnasagov	https://dataverse.jpl.nasa.gov	JPL Open Repository			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		deprecated
dataverselibvirginiaedu	https://dataverse.lib.virginia.edu	Libra Data			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataverseorcgmuedu	https://dataverse.orc.gmu.edu	George Mason University Dataverse			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataversetdlorg	https://dataverse.tdl.org	Texas Data Repository Dataverse			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		deprecated
dataverseuclaedu	https://dataverse.ucla.edu	UCLA Dataverse			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
dataverseuncedu	https://dataverse.unc.edu	UNC Dataverse			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		deprecated
dataversevttivtedu	https://dataverse.vtti.vt.edu	VTTI			Scientific data repository	Academy	Dataverse	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
datawaterpathogensorg	https://data.waterpathogens.org	K2P Open Data Portal	The Global Water Pathogens Project (GWPP)		Open data portal	Academy	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
datawprdcorg	https://data.wprdc.org	WPRDC	University Center of Social and Urban Research (UCSUR)		Open data portal	Academy	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
earthchemorg	https://earthchem.org	EarthChem	Lamont-Doherty Earth Observatory, Columbia University		Open data portal	Academy	Custom software	EN	dataset	open	United States	government	active			uncertain
ecaidataorg	https://ecaidata.org	ECAI CKAN Portal	Electronic Cultural Archive Initiative		Open data portal	Academy	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
knbecoinformaticsorg	https://knb.ecoinformatics.org	The Knowledge Network for Biocomplexity			Scientific data repository	Academy	DataOne	EN	dataset	open	United States	scientific	active			uncertain
ncsesdatansfgov	https://ncsesdata.nsf.gov	National Center for Science and Engineering Statistics Data Explorer	National Center for Science and Engineering Statistics	https://www.nsf.gov	Scientific data repository	Academy	Custom software	EN	dataset	open	United States	scientific,government	active			uncertain
nsidcorg	https://nsidc.org/data	National Snow & Ice Data Center	National Snow & Ice Data Center		Open data portal	Academy	Custom software	EN	dataset	open	United States	government	active			uncertain
portalhubmapconsortiumorg	https://portal.hubmapconsortium.org	Human BioMolecular Atlas Program			Scientific data repository	Academy	Custom software	EN	dataset	open	United States	scientific	active			uncertain
repositorylibrarynortheasternedu	https://repository.library.northeastern.edu	Northern University Library Digital Repository Service			Scientific data repository	Academy	Custom software	EN	dataset	open	United States	scientific	active			active
repositorysiedu	https://repository.si.edu	Smithsonian Research Online repository			Scientific data repository	Academy	DSpace	EN	dataset	open	United States	scientific	active			uncertain
scholarcoloradoedu	https://scholar.colorado.edu	Colorado University Scholar			Scientific data repository	Academy	Custom software	EN	dataset	open	United States	scientific	active			uncertain
ultravioletlibrarynyuedu	https://ultraviolet.library.nyu.edu	NYU Ultraviolet	New York University		Scientific data repository	Academy	InvenioRDM	EN	dataset	open	United States	scientific,has_api	active	TRUE		active
wwwcovid19dataindexorg	https://www.covid19dataindex.org	COVID-19 Data Index			Scientific data repository	Academy	Custom software	EN	dataset	open	United States	scientific	active			active
wwwdataoneorg	https://www.dataone.org	DataOne			Scientific data repository	Academy	DataOne	EN	dataset	open	United States	scientific	active			uncertain
wwwopenicpsrorg	https://www.openicpsr.org	OpenICPR			Scientific data repository	Academy	Custom software	EN	dataset	open,limited	United States	scientific	active			uncertain
datamedorg	https://datamed.org	DataMed			Data search engine	Academy	Custom software	EN	dataset	open,limited	United States		active			active
gisdataalaskagov	https://gis.data.alaska.gov	Alaska State Geospatial Data	State of Alaska	https://www.alaska.gov	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active			active
arcticatlasgeobotanyorg	https://arcticatlas.geobotany.org/catalog	Alaska Arctic Geoecological Atlas	University of Alaska		Open data portal	Academy	CKAN	EN	dataset	open	United States	has_api	active	TRUE		active
dataalgeohubopendataarcgiscom	https://data-algeohub.opendata.arcgis.com	Open Data Alabama	Alabama Geographic Information Office		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	geospatial,government,has_api	active	TRUE	https://data-algeohub.opendata.arcgis.com/api/feed/dcat-ap/2.0.1.json	active
databirminghamalgov	https://data.birminghamal.gov	City of Birmingham Open Data	City of Birmingham		Open data portal	Local government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
datadisledu	https://data.disl.edu	MESC Data Management Center	The Alabama Marine Environmental Sciences Consortium (MESC)	https://www.disl.edu	Open data portal	Regional government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
datafayettevillearopendataarcgiscom	https://data.fayetteville-ar.opendata.arcgis.com	City of Fayetteville,Arkansas	City of Fayetteville,Arkansas		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	TRUE		active
datalittlerockgov	https://data.littlerock.gov	Little Rocks Data Hub	City of Little Rock		Open data portal	Local government	Socrata	EN	dataset	open	United States	government,has_api	active	TRUE		active
recstifopendatasoftcom	https://rec-stif.opendatasoft.com	STIF	STIF		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
datagilbertazgov	https://data.gilbertaz.gov/	Gilbert, AZ - Open Data	City of Gilbert	https://www.gilbertaz.gov	Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	TRUE		active
datascottsdaleazgov	https://data.scottsdaleaz.gov	Open Data Scottsdale	City of Scottsdale		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	TRUE		active
datatempegov	https://data.tempe.gov	City of Tempe Open Data Portal	City of Tempe		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	TRUE		active
datatogopendataarcgiscom	https://data-tog.opendata.arcgis.com	Gilbert, AZ - Open Data	City of Gilbert, Arizona		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	TRUE		active
gisdatatucsonazgov	https://gisdata.tucsonaz.gov	City of Tycson Open Data Portal	City of Tucson		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	TRUE		active
glendaleazcoggishubarcgiscom	http://glendaleaz-cog-gis.hub.arcgis.com	Open Data - City of Glendale, Arizona	City of Glendale, Arizona		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	TRUE		active
mappingphoenixopendataarcgiscom	https://mapping-phoenix.opendata.arcgis.com	City of Phoenix Open Data	City of Phoenix		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	TRUE		active
phoenixopendatacom	https://phoenixopendata.com	City of Phoenix Open Data	City of Phoenix		Open data portal	Local government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
dataanaheimopendataarcgiscom	https://data.anaheim.opendata.arcgis.com	City of Anaheim	City of Anaheim		Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	TRUE		active
datasacogopendataarcgiscom	https://data.sacog.opendata.arcgis.com	SACOG Open Data Portal	Sacramento Area Council of Governments		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	TRUE		active
datavalleywateropendataarcgiscom	https://data-valleywater.opendata.arcgis.com	Santa Clara Valley Water District	Santa Clara Valley Water District		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government,has_api	active	TRUE		active
geohublacityorg	https://geohub.lacity.org	Los Angeles GeoHub	City of Los Angeles		Geoportal	Local government	ArcGIS Hub	EN	dataset,map_layer	open	United States	government	active	TRUE		active
regionguadeloupeopendatasoftcom	https://regionguadeloupe.opendatasoft.com	Guadeloupe	Guadeloupe		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
cityofsalinasopendatasoftcom	https://cityofsalinas.opendatasoft.com	City of Salinas	City of Salinas		Open data portal	Local government	OpenDataSoft	EN,ES	dataset	open	United States	government,has_api	active	TRUE		active
controllerdatalacityorg	https://controllerdata.lacity.org	Los Angeles, Financial Open Data	Kenneth Mejia, Los Angeles City Controller.		Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active			uncertain
dataacgovorg	https://data.acgov.org	Alameda County Data Sharing Initative	Alameda County		Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government	active	TRUE		active
saintgermainlescorbeilgrandparissudopendatasoftcom	https://saintgermainlescorbeil-grandparissud.opendatasoft.com	GPS - Grand Paris Sud	GPS - Grand Paris Sud		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
saintjeandeluzopendatapaysbasqueopendatasoftcom	https://saint-jean-de-luz-opendatapaysbasque.opendatasoft.com	ANTIC Pays Basque	ANTIC Pays Basque		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
datacityofpaloaltoorg	https://data.cityofpaloalto.org	Palo Alto, Ca Open Data Portal	City of Palo Alto		Open data portal	Local government	Junar	EN	dataset	open	United States	government	active			uncertain
datalacityorg	https://data.lacity.org	Los Angeles Open Data	City of Los Angeles		Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active			uncertain
datalongbeachgov	https://data.longbeach.gov	City of Long Beach Open Data Portal	City of Long Beach	https://OpenDataSoft.gov	Open data portal	Local government	OpenDataSoft	EN	dataset	open	United States	government	active	TRUE		uncertain
dataoaklandcagov	https://data.oaklandca.gov	Oakland, Ca  Open Data	City of Oaklend		Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	TRUE		active
datarosevillecaus	https://data.roseville.ca.us	Open Roseville	City of Roseville	https://roseville.ca.us	Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	TRUE		active
saintlouisaggloopendatasoftcom	https://saint-louis-agglo.opendatasoft.com	Saint-Louis Agglomération	Saint-Louis Agglomération		Open data portal	Government	OpenDataSoft	FR	dataset	open	France	government,has_api	active	TRUE		uncertain
datasanjosecagov	https://data.sanjoseca.gov/home	San Jose, Ca Open Data	City of San Jose		Open data portal	Local government	CKAN	EN	dataset	open	United States	government	active	TRUE		active
datasfgovorg	https://data.sfgov.org	Datasf	City of San Francisco		Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active	TRUE		uncertain
datasmcgovorg	https://data.smcgov.org	San Mateo County, Ca Open Data	San Mateo County		Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active			uncertain
datasmgovnet	https://data.smgov.net	The Data Portal for the City of Santa Monica	City of Santa Monica		Open data portal	Local government	CKAN	EN	dataset	open	United States	government	active	TRUE		active
datavtaorg	https://data.vta.org	Santa Clara Valley Transportation Authority Open Data Portal	Santa Clara Valley Transportation Authority		Geoportal	Local government	ArcGIS Hub	EN	dataset	open	United States	government	active	TRUE		active
datawehoorg	https://data.weho.org	City of West Hollywood Open Data	City Of West Hollywood		Open data portal	Local government	Socrata	EN	dataset	open	United States	government	active			uncertain
opendatasjgovorg	https://opendata.sjgov.org	San Joaquin County Open Data	City of San Joaquin		Open data portal	Local government	CKAN	EN	dataset	open	United States	government,has_api	active	TRUE		active
riversidecagov	https://riversideca.gov/transparency/data	Riverside, Ca Open Data	City of Riverside		Open data portal	Local government	Custom software	EN	dataset	open	United States	government	active			uncertain
wwwtahoeopendataorg	https://www.tahoeopendata.org	Tahoe Open Data	Tahoe Regional Planning Agency		Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government	active	TRUE		active
dataauroracoopendataarcgiscom	https://data-auroraco.opendata.arcgis.com	City of Aurora, Colorado Open Data Catalog	City of Aurora, Colorado		Open data portal	Local government	ArcGIS Hub	EN	dataset	open	United States	government,has_api	active	TRUE		active
