nom de plateforme,ok,Région,grappe,type,collab,url,Lien,image,nb_datasets,techno,dev,Couverture,Porteur,porteur_type,porteur_statut,porteur_siren,theme
Saint-Malo Agglo,checked,Bretagne,,Portail,Partagé,https://data.stmalo-agglomeration.fr,https://data.stmalo-agglomeration.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/Ocft8Px5LuXtlgbxAgW4pw/P9lWpije4rpVCnuEcNbwm8WqY30T3dzog8ZUhxFwox5GmLmI8W6pDqbMX85LVNJT3DIl_cc5RSPZ0GFGIUx0yTmoIL8aX1x4Dtw2CzYgRNT1rRPepe3r3ebVJowDPuOTr90sco9gPJZCxICJZbGn1w/a9INFEzyFOLteIuqEUhk7UiIf-MNlIvmxi0GciZsAOw),88,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/243500782,Collectivité locale,CA,243500782,Généraliste
SIG Rennes Métropole,checked,Bretagne,,Géoportail,Partagé,https://public.sig.rennesmetropole.fr/geonetwork/,https://public.sig.rennesmetropole.fr/geonetwork/,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/S4lTWGhTLcowhXzeGWrqjQ/X2ZlE2a1qZCm9-9a4WyUH3xOpCVDOreuiPva0Dpx_5CS7nOJRJvvB5dK9AvJVEfaGJOHBDRXFkRNRDX0O_pP-qRE2TB3TddGxul3G-uTuCO5qeio8s17SJNg4UsWFzMp7jEEnJ2pW8BcAGB0F3ImXg/lISyoh1chvB2KcVjF5Fzqc4ISX9h_CzQx6LqaI3GBzM),174,GeoNetwork,interne,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/243500139,Collectivité locale,MET,243500139,Généraliste
Star,checked,Bretagne,,Portail,Dédié,https://data.explore.star.fr,https://data.explore.star.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/n8H3IMZjbvmnOW2_6yHT-A/-uAiB_1SmDrcF5n-rLVjdMdMQjCqgrDbXv5yFKmKT4-QRDpjlG-ci_mX_TnvbOF9IOmNwdwsWoLxH5e05Ub1EbWM8tIKkQj-n5OZxTgSZnSbNab1XsrIGzccOBp45p3GfhcI9KTOn6Vp0YyUwL6EHg/xv-hxaXeLjU6BKpZ1hmQBdHQFJOwE0uFGfORMsIFFsc),42,OpenDataSoft,ods,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/340035526,Autre acteur territorial,DSPT,340035526,Mobilités
Air Breizh,checked,Bretagne,ATMO,Géoportail,Dédié,http://data.airbreizh.asso.fr/geonetwork/,http://data.airbreizh.asso.fr/geonetwork/,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/3AIRaTmgW3HGGZkdC_IRBg/DJnBmX14X4ratB6e3D9BOmQcoC_lN73tQDNP9xGbY6JrIQ3m49H0Tyo2GyK_UyWw8k2fqmxgfOfUH0IiYVKymi8oUL03y7XzgiY2u2GSdi-jB-QWX_Gii87uYMbuGiiXmlrPY-VkGsoGwu9D7J1ZSA/69KP_ybfQKI5mL5DlyYUTZagMVOTFQ0fssCNynrOdt8),46,GeoNetwork,interne,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/404453110,Autre acteur territorial,OACT,404453110,Environnement
GéoBretagne,checked,Bretagne,IDG,Géoportail,Partenarial,https://geobretagne.fr/geonetwork/,https://geobretagne.fr/geonetwork/,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/gtuPDS6AMyGH0ttNkfGKQw/_eA34F7DyRf6lJxozkjoDAmsp12_H3ZnAFqSqwCcZOlJvPBONAE3PR5ehRvaMk4AU1EkJRaxvdFshrrebhjG6yG7gIxNn8zBsbPfcN_wMy7pLKBx5t3sOT6ajlk8YyShCFoeH7NBO5B_tWE3gy3vuw/rLw2rkZel8bRBO_DZgGFtbOIIc_eIICaKRghLkAws1o),2265,GeoNetwork,interne,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/233500016,Collectivité locale,REG,233500016,Généraliste
Eurelien,checked,Centre-Val de Loire,,Portail,Dédié,https://data.eurelien.fr,https://data.eurelien.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/Qg0OXUhMVQ0d-CSS9RLViA/9LPhWLyTyCDQAfZI1nIH20xkSkNFLQWxp_d6slJHM1PDpuosT0zNAZ7vr9WLl2cOo0ibsDoBaXBMDeZYESEUPPU_ca-NBd_LPjGCSaefw3aQ2XAi5is-ouYIhk0MkVVA9sS26x9n1wV86UvbPKjmow/8zauWVBS_aV3KI2Aihe-dEx9BwVG1bU4G9sUHS8tEOE),54,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/222800013,Collectivité locale,DEP,222800013,Généraliste
Indre-et-Loire,checked,Centre-Val de Loire,,Géoportail,Dédié,http://data-cd37.opendata.arcgis.com,http://data-cd37.opendata.arcgis.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/7vKejYT7ZBzxC_lBrGX96g/0x6ZyYgyYOFK0OyPOGzEJ9kUB8CfLai560SziyveRPNlfApSWRxghuWqD19-UF5D3JKDVJ5_eqR13QeAnSmXfVrkIh_O0F_L0BdUGfYevanNzBH0tXQnsTZ7-KZYLPc9Q6gcS1lopK8uQ68Gep8vQg/KB3g5EyXSMOqzYB8icCp4aWTI-Kh-Oda5RNEtIJUnec),6,ArcGIS,esri,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/223700014,Collectivité locale,DEP,223700014,Généraliste
Loiret,checked,Centre-Val de Loire,,Géoportail,Dédié,https://open-loiret.opendata.arcgis.com,https://open-loiret.opendata.arcgis.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/agPFXte1-8izK69alg34yQ/v1o2b4Go9rx8ZgX5W033nvlEl7z7v3JY81GAe0UCC6NyrcnOQc651d9ARIxXVw9rv1L6CwbqPk-iScnsYbawHbSbbNamVGpfJ7sfQik9KyCbBO-SzH2bqc_ErpIgdl_CFMzPqKYk0x_T0FuQ-v6qKg/WXKAd5qJUdCJ7EUAMTkvho8llLOxdqg5jvPu5sx7OIw),49,ArcGIS,esri,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/224500017,Collectivité locale,DEP,224500017,Généraliste
Orléans Métropole,checked,Centre-Val de Loire,,Portail,Partagé,https://data.orleans-metropole.fr,https://data.orleans-metropole.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/7gFqOs7YLnqt7Zqn7If9ng/pEu1eCmGjoRpB83fbjcFGwsrI9u6wNW61Zc-M4EqcBcSedq--lmDqiXMstAl05tWfDI_hb_o2iyOZOXbzGXU_1QDrLYonvvdJKNrhL_rb4rdaZEnBeKi1B9FW200PzJcTFhL8DC7sgyy3BrUuiuOyA/dXOcw8QgwMU9nDz-cuxzF0yXfXSkwL9YCmTiI76cs_g),239,OpenDataSoft,ods,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/244500468,Collectivité locale,MET,244500468,Généraliste
SIG Bourges Plus,checked,Centre-Val de Loire,,Géoportail,Dédié,https://data2-bourgesplus.opendata.arcgis.com,https://data2-bourgesplus.opendata.arcgis.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/u-MT3EQQNxwI8te4CDiTCQ/ULtqHynvc5mISbTYLASxXcjoQjfTTL2PhLjvdHFvBaSCMvBqkEPqTOD7feQ1W1aBude6l_1S6894odevGG7nHhcP1ZVAdJtyfIdQ4aCMXw9K5KeWLTcSGspJ9qCw7TYFGCp8j5NiewepzSzXlfuHOg/C8m7uxFK2Ap8XxdSevtpioaX3kf6Mi0TRYaJkK1FOrU),21,ArcGIS,esri,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/241800507,Collectivité locale,CA,241800507,Généraliste
SIG Centre Val-de-Loire,checked,Centre-Val de Loire,,Géoportail,Dédié,https://sig-crcentre.opendata.arcgis.com,https://sig-crcentre.opendata.arcgis.com,sigcvl.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/nU3A6ONk431kpQmzQ2ccoA/J0pvIEZatK4t4ysRhHezd9Z0Uhc1nF-QtUd9yforfjO-dpe9fkx1Ef9pmclno3m_AxsE8vesTjOqXwHcaOcOPOzqO0otc0nldwhUCQ8ocRF6DsotGCIl2iu-YiWb4qZstvem0_09Jnfc-C1QcZANnA/MIM71zwGtsHKhXG1cp-HHaMIfFv0HNmUXmPNQFj_Wsw),79,ArcGIS,esri,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/234500023,Collectivité locale,REG,234500023,Généraliste
Lig'Air,checked,Centre-Val de Loire,ATMO,Géoportail,Dédié,https://data-ligair.opendata.arcgis.com,https://data-ligair.opendata.arcgis.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/9x1Oa40kIXMwpXefaGBfXA/AXw30ILDx0l6HE9NJOeySZD0rM49KEmuYkT41E6rahhedNOP2dAuaCoQ8N5E_m5YUxlfksOH5-NDOila7buHg1RpVVeVHXcsntstQudxhStZ8OcPNptupKLG2ujr1WN5L2D7f1KNkAIecwwNnY_tTQ/YjgPAx-i9cPoIKaumLaBcjImtYKK4m-uOetyieUopoM),33,ArcGIS,esri,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/413095811,Autre acteur territorial,OACT,413095811,Environnement
Blois Agglopolys,checked,Centre-Val de Loire,CVL,Portail,Partagé,https://data.blois.agglopolys.fr,https://data.blois.agglopolys.fr,blois_agglopolys.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/PgduW7BkynXgwHsuPoj9Jg/R_pZsMXBjRdH6TL2tCL0fVoxbLkHNK3Zd2-EoL9BZfqCIR-9KxyG6owP9COTIaig1MxtEYDsqMWF8IOaeRIEdjSYOMrtOoxYHwPtHOPr5XA46NMo7H9zGQY7UcFOyJlh64CywhkIzlG1QjFxUemdtw/GkOuRwRxQoNIUsGJbt4EoivzFoEdTKRxEZ22jME-pHg),101,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200030385,Collectivité locale,CA,200030385,Généraliste
Bourges Plus,checked,Centre-Val de Loire,CVL,Portail,Partagé,https://data.bourgesplus.fr,https://data.bourgesplus.fr,bourges-plus.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/lmVqhCso7JaKXsZilDl_JA/FipiGW8rJtQ0Z7vTHT6D48AFluZsGdIiklua0Qn5S_V1YJxZJZy1oKec2pjC4dwz93N_BnUoG546RF0sjIT1TluYbt-M3QtvzGXr1wkadehb3ojvMH1Mq38w_v3g9NwXLEgjLYTYOzueqGX9rxKzVQ/4F1-EmmDXBcswmXVIF4L6CdPg4gguxKNM5W2dnZcagg),41,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/241800507,Collectivité locale,CA,241800507,Généraliste
Centre Val-de-Loire,checked,Centre-Val de Loire,CVL,Portail,Mutualisé,https://data.centrevaldeloire.fr,https://data.centrevaldeloire.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/sF9Px7cR5ThtRY8KP0kriA/9sxMzp8m1r18DOLbME9WtVDmWJ984XvzVSFWAyK_I8LnUwlZSuzhNs7f8NdRh07lxkXnW9_AvDCgaPc1fp2OZwf53WPB_r6EZz2Vc65kCDFepQtHnFZ1uUoKf9GcLN-ECFXdRMxrFp2QaKHZIWKQsA/Urt1259YGFXfRg2476YY0CCqZKHa08AjVAUzIukhOos),218,OpenDataSoft,ods,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/234500023,Collectivité locale,REG,234500023,Généraliste
Châteauroux Métropole,checked,Centre-Val de Loire,CVL,Portail,Partagé,https://data.chateauroux-metropole.fr,https://data.chateauroux-metropole.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/N-QkMJ6ewiOjd6J3mpIwJg/66ITSJB54biSuK36gZxd2LdvUjt5X8mQB0KFXI4L68nwN0IGMA-aVAmO3pNM_sVXWWxvuNlsLSYuqQ2rNC2gX1C978hWz5V8ehapAwVi9lXs196dDbTnmPIKeBZn2qBnuucmWwosO2d849pjdjyVBg/BVtfyNYlDSbvYb_pYTMgox8ug-Yjkvl4l_Zeo9KnJwg),82,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/243600327,Collectivité locale,CA,243600327,Généraliste
Loir-et-Cher,checked,Centre-Val de Loire,CVL,Portail,Dédié,https://data.departement41.fr,https://data.departement41.fr,ptf-loir-et-cher.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/Ks5-4JpfgNpb7p2O2IzR_w/1tOxgj472fB7XkC_52ZgXayf7V64n7tddK7aE6vYizkKUrNPWCydgjpb7u32DJpynsC2l5GIoBkq89fVos0n6nmDQM8glpOHes9xGlv4C_DQTmEYTJGoytPS6tRFHfbIGkYsnJgyFaVERP-cvIJ5HQ/9CAnsLrovW4PhviezkYfJRqGNz14_AkmFTmNxyti3bc),21,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/224100016,Collectivité locale,DEP,224100016,Généraliste
Tours Métropole,checked,Centre-Val de Loire,CVL,Portail,Partagé,https://data.tours-metropole.fr,https://data.tours-metropole.fr,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/UW9mpQVuGqRMOwUtDyfHrg/8PhbglXtoFFAsLsfdkgNpjRbZitCnzBCciqyZAInaoEDVDtexyeAI8gxwOcUwMd-c6ZJ-nRO87OVIt2Whg4WKsKPb088Y6W_sM8ptmaIFtiWvboJ_T_0WLqBMm8iNkOV--0L1L0evaqNL2avXiyyOA/jNBjMPItq0IGAaOiN9Q9EMb5LmDUtdidfbe-0-OJq48),128,OpenDataSoft,ods,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/243700754,Collectivité locale,MET,243700754,Généraliste
Val-de-Cher Controis,checked,Centre-Val de Loire,CVL,Portail,Dédié,https://data.val2c.fr,https://data.val2c.fr,ValdeCherControis.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/mWcBIXprRXdT4yMmvcoBRg/1ay_19Q6szHCR0JvGg3KR7W6qot2jIN-DeFHtDH-6OmTudX7N_NRHdwJtsh7nY9e8NRQtQEA77G_eXTOqOuBKzyOe1gVbNv-eYTY0HP2hYTFjQFpFBPA1esatYKPfSFdCL65OH1YtIfyyfCpIYL2OgxG8GnBf03AYDsnimCPn_w/ufts9jMkaz_MBrgf7j027Pku5kDXcLWcwm6wHZWp_xw),132,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200072064,Collectivité locale,CC,200072064,Généraliste
Val-de-Loire Numérique,checked,Centre-Val de Loire,CVL,Portail,Dédié,https://data.valdeloirenumerique.fr,https://data.valdeloirenumerique.fr,valdeloirenumerique.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/LgGbNDHlLPOUwv8YYHCX6A/EDBjw0szi3qOmxx-h-FEpLehW-235sEcktyCPmEU6-soR97kaJ52KimB3NjlCq2o682BTsgW5HPavFCwPN6gGcrvFBOFJnBaXR6RXXb4pVYMOOE5wU6O99zh8zS0KrWtOdzIuR_3madvxVuzyWJfPEeqgyNJe2xG2FT8HaN8YG8/PBw2GvIE2r1d3gEu9lPwoaU_eEJq9cwVCTgQ3WEFgWg),3,OpenDataSoft,ods,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/200046050,Autre acteur territorial,OACT,200046050,Numérique
Do.TeRR,checked,Centre-Val de Loire,IDG,Géoportail,Partenarial,https://www.doterr.fr/geonetwork/,https://www.doterr.fr/geonetwork/,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/3LXsewLXb62dSQVnlUCADg/oCL84Jj_XWHPeO9Gex2HPEPA7T8IoN-PRCs6xguihqpVSnUMgg5EMDKOj7WevjSAtkhvZMVEmkxIo7JfFDPBkiMYDXSCa6D-g0bmShTugFQ_NpJOqJPxZZ9vCd9-D0QV_dMAjKHNlNY0e4Xi9ejOxw/bplNzbFjZLIhRCEhjIKsw83rV2F2t9XQ6qAy65ps6ho),5763,GeoNetwork,interne,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/184503118,Autre acteur territorial,OACT,184503118,Généraliste
Bastia,checked,Corse,,Site web,Dédié,https://www.bastia-agglomeration.corsica/open-data/,https://www.bastia-agglomeration.corsica/open-data/,bastia.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/rugpenx3F_gRZdCAcCrNvw/_xvwiRiLAjNjDTMNP_XQNZLuQjZVgzGC1YP0_XA7zoOKiRz8FTVa3ghhwf9WzQDsbDRXcNboAh2NLNofX42ARJ5cYMC2oGWq-NzxSKuEKZ-CB5eFxYhhtCjQ4FrfQO-xIbfFc_f6hBicVCWi0tadXw/LZdx77dAl5WnzBL7rBvUzmzH0_A884gTEIM6kdGRK-Y),6,Wordpress,corsicaweb,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/242000354,Collectivité locale,CA,242000354,Généraliste
Corse,checked,Corse,,Portail,Partagé,https://www.data.corsica,https://www.data.corsica,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/e3LHHbaKhOXyiLw2CXKx-w/iK4PJpwBrXrU5r-JUEEmvi07Q4FZgWjCZAOli0vBhhesvE_yhgC2N-Lx7TlFXIue5r4FGCT3788adilyLxdd4CY7J2E4Sk5t-72DRboP9mc8q_q3FCzZX2-LOtZ1wwBAsIFYfk2sBHHCuIixS1UerQ/c-YU-Qf7sa1JA-k7BVXb_MQTkdWNPAn7218OH3aIxqA),861,OpenDataSoft,ods,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/200076958,Collectivité locale,REG,200076958,Généraliste
InfoGéo Corse,checked,Corse,,Géoportail,Partenarial,http://infogeo.ct-corse.fr/geoportal/catalog/main/home.page,http://infogeo.ct-corse.fr/geoportal/catalog/main/home.page,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/Qj-aQABY9LBQtJCmY5Z2Vg/UetQXmTzDAr95T3cMdrraEOMbK_sGoCFFX7YoE_NpE-o2GzRrsM1NQus_zIh-UEABMq7eAyATWfSBeDqCJR_Q6zER5EfQ2wXA5zsBP4aZEI26F_VLo11pxT_DUz9ypYlfvvdRFTlsLmYmKF_HhJ40A/K2wPdZD6OPJTH-2h9clytnhoZbjgsPDREYz0UKkER6Y),7,Geoportal Server,esri,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/200076958,Collectivité locale,REG,200076958,Généraliste
ODDC,checked,Corse,,Géoportail,Partenarial,https://georchestra.ac-corse.fr/geonetwork/,https://georchestra.ac-corse.fr/geonetwork/,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/Dph-pfeVqoWki0r2IEP3Aw/u7mUaaqmvtPLXZtT907Uwau-1UhHmoR-e1ygCEX1jFftGl6pDAcm8Zp4G9mwBgxwDXRqHaNxC2yTm-VRpZCg4T2vCmuraG1MvFRcaM-H435jlgMB2d4FnIR-PfYc3DggxXOwXcMkel59AhaZDcnZtA/bQwx5McDox_bT9N8UutP83lNmbTPdsGsN_31JWvmU6Q),418,GeoNetwork,interne,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/391596079,Autre acteur territorial,OACT,391596079,Environnement
Pays Ajaccien,checked,Corse,,Géoportail,Partagé,https://opendata.ca-ajaccien.corsica,https://opendata.ca-ajaccien.corsica,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/RY4uV0bm1jvHayL00pNtjg/1fd_LxyKx1-1fkkBRf_IpMP40oXGmd8PS18LKUex3njOgvaUgr41ASrutW5DRfkKojePBJwE46iikQ3ffuMa1NTzvEO8fEj_dny3m7amUvWEDFkAdMqUaGdkyoNeUU96X55LOKIDMNWRC2WWd0j2-w/McnDDfKdyirFMkPg727mZTLjX9PKbWVxf1gTgrryxts),109,GeoServer,interne,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/242010056,Collectivité locale,CA,242010056,Généraliste
Porto-Vecchio,checked,Corse,,Portail,Dédié,https://porto-vecchio.opendatasoft.com,https://porto-vecchio.opendatasoft.com,porto-vecchio.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/jULPsIneFCbWbWHtsbY_uQ/MV58wxUvuVK2WgGXEKrOzhAPQ5BBhLZRzGDuQ3KRCs_uAAauRvLeX1hD4iQjSACMcRoIcxdEkJesiBO78w6Iwy-7b_3TNeb8Y2eineQWN5mxpF6k7hk-z_sumnvWb5i-w0lPgR_58XzdJPzsE5YqlQ/Gp_5iALN-5nxHLwdFdO13ZRZDaC2YZRxE_q2ZpIjazU),8,OpenDataSoft,ods,Communale,https://annuaire-entreprises.data.gouv.fr/entreprise/212002471,Collectivité locale,COM,212002471,Généraliste
Qualitair Corse,checked,Corse,ATMO,Géoportail,Dédié,https://data-qualitaircorse.opendata.arcgis.com,https://data-qualitaircorse.opendata.arcgis.com,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/2SUh1-G_5bW5ubxknF2D_Q/bnCnMHRaeMdjhhLzWG_xfNV_z36yKWUkrTW6DceNXcs8dInw09oAmUCnilK193Ow44mEVeCTA1Q9PBJs6Kxzvd-cHrBPNjnKtYvWlRBu2CJX99Uhp-j0X0RBMaquO7mxAB9P3uaKT5ITiyMG_y4v2g/myknlKG4P4Ln6T46JLP8oUj9PlYJTR8pQCdDa-q8CJw),84,ArcGIS,esri,Régionale,https://annuaire-entreprises.data.gouv.fr/entreprise/421058090,Autre acteur territorial,OACT,421058090,Environnement
Bassin de Pompey,checked,Grand Est,,Portail,Dédié,https://data.bassinpompey.fr,https://data.bassinpompey.fr,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/JltmPDaaFaAWRpBr1SL3yQ/bT5_v7UwXoeS0EYD_j6f8OoL5NenMz0lU_BqOvNj1dsfKAAywcIIYqluBgcmCGZlffPEhbMNZ6hMJ6YvFW3B7gthPX6V8pw8VPq0juItIhi31Q7vqDQfVN1styu3j20MzOpchKwLhXqrLYm32SSc-Q/Rs73NibEoIbetUC43-kYEBEMZgz1NVKUJHxNYiJIo1w),2,OD Gazette,infopro digital,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/245400601,Collectivité locale,CC,245400601,Généraliste
Châlons-en-Champagne,checked,Grand Est,,Géoportail,Partagé,https://opendata-agglo-chalons.opendata.arcgis.com,https://opendata-agglo-chalons.opendata.arcgis.com,téléchargement.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/oSLCr7CBTWE3PMz-sRgajw/GUrZnwXpfeMj87vHxKBKa2hUKG_VMkxGGO4K68JcusxuuCCUzccSC9eJE954MT-bdK_85EI8eppjkmdQd6z8OnE9-rqBYvTo7lqgYKAdt9lmlyG68sZZBIBS4yPms52kMIRX98xuIAJ-WzfiqWcRsw/GOpilNQc3DjOm_AmTS5fKzjiAVpfLdgmlnnKNAyEI3g),17,ArcGIS,esri,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/245100029,Collectivité locale,CA,245100029,Généraliste
Meurthe-et-Moselle,checked,Grand Est,,Géoportail,Dédié,https://infogeo54.fr,https://infogeo54.fr,infogeo54.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/mQyNUj5d1ZJvdn7hggId6A/oNjE6roFFqGx0nw2aOzP-0fZBRn_30ArVhJAv4SkCRMy1KRKB2qlTTA5gbLBh1CXJaKWviU6kihJYsizl5AvnfiFUA2qSBL-ENTMrd705PN-9_yJ-kW9zuEsYe2waEGyi4N1WvTWnHonk4KTh6Ds_qJ3sPnRNqTWi7R5rxQUwjQ/DtTGh3wcS5NEYPEWogtqdnoNuUzJayUagnZI3NhNl6E),16,GeoNetwork,interne,Départementale,https://annuaire-entreprises.data.gouv.fr/entreprise/225400019,Collectivité locale,DEP,225400019,Généraliste
Mulhouse Alsace,checked,Grand Est,,Portail,Mutualisé,https://data.mulhouse-alsace.fr,https://data.mulhouse-alsace.fr,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/vPLdl65z2iT9Rd0VdLRuuQ/F1V_ijvoSBdWkSWs8KfYAIUHSJiPxYtUszaYf5fGPskMHuXNUjosyWOCR4hKKu4akQT_RkrS1EojqywQ_EmJlnNumPX5hAzkfqBUqwxrSK4Chfm7CWkn3hsZB5QmkG9vmWQJNG8qNX1jmXTNqGXZ3A/96EnH-l6VG_rgBNgsxDi8eeufvAmRTiiv7CbXFqjDnA),128,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200066009,Collectivité locale,CA,200066009,Généraliste
Saint-Louis Agglo,checked,Grand Est,,Portail,Dédié,https://saint-louis-agglo.opendatasoft.com,https://saint-louis-agglo.opendatasoft.com,od-saint-louis-agglo.jpg (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/BR-VKoX8fIfPKBubVRePwA/qYWRJPgRSuIvQPp73HzlpK4WPzJA9KLrBFDsYnLS9KGbt--ylIwUhNFsOpKXJyff5qEGYZzXp8E8eHe4VwgrR4LkKlS38V8_oUcV2jXuN4YZ-NCIHSQyOmv2CBK1Ku4eO_ObLvt11cCooOR0ikEAXBKh-giC4UNudbQTQ8J2RNk/edUg9uE1Bj6fiU-l8SoTKktoJJDkIzh2YzXBXedBbq8),30,OpenDataSoft,ods,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200066058,Collectivité locale,CA,200066058,Généraliste
Strasbourg,checked,Grand Est,,Portail,Partagé,https://data.strasbourg.eu,https://data.strasbourg.eu,download.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/y3QicyYLExgs2MYKf3GdoA/u7zGFQtYItKTJp_vVPTuZNG8xeal71yAeT1NAaPQz6khJIvfPoSN17jm1EO0V_AoNNfQ-Iu8IZKi4vWC-terwliZ5k8L6Cb78coXJkpPF4U32MbVVB22a1GVh7tyruYtwr2QaioJMf0ESIYIl5d49g/HB0j0d4U3m3s5LFzCQgm6onwodXzYfpoU3BHDo92UBo),209,OpenDataSoft,ods,Métropolitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/246700488,Collectivité locale,MET,246700488,Généraliste
Troyes Champagne Métropole,checked,Grand Est,,Portail,Dédié,https://data.troyes-cm.fr,https://data.troyes-cm.fr,troyes cm.png (https://v5.airtableusercontent.com/v3/u/47/47/1763366400000/lrqnHQO92KB2ZKnOPU5Asg/8F8Bo4DNk7e4JD2_XVjvDxT538X0SS7LmXB8uKyBoI_uMDmjrL1gN4QL--bAY458kXuvuy1D4Xbeh3x8Bk2-VtRDDDJHUu1jJyU1sb_-RzNJ9mt7ceUf1uU5OpB7DCQv8b_yd4T0m7pYeYjrkAK6rrenNcOO0cshSvWYEf2n2bc/106fYUi1FtBMAQGBnaSUGYIwYyKwWFgZpRtxbPLSTTI),28,Datafair,koumoul,Intercommunale,https://annuaire-entreprises.data.gouv.fr/entreprise/200069250,Collectivité locale,CA,200069250,Généraliste
